"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc"
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_58",0.84,31702.41,26338925.1566585,6858983.53778379
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_59",0.819,12810.43,10670037.6747496,2773646.60310435
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_60",0.777,8421.49,7029878.88647808,1824550.8129282
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_61",0.797,8421.49,7029878.88647808,1824550.8129282
"uracil pos","mtab_TSQ_cm_PMI_2020_1112_62",0.841,18003.46,14977103.5704459,3896624.56845781
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_51",0.671,20279.97,4875746.51026763,2395001.89607883
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_52",0.744,8748.01,2105012.9419663,1030574.41445113
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_53",0.713,26554.39,6383273.94841528,3137372.75751735
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_54",0.766,28517.62,6854970.62992443,3369656.33851798
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_55",0.702,4942.47,1190672.49823311,580314.150069918
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_56",0.682,23809.72,5723824.09748712,2812631.50139097
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_57",0.765,9287.91,2234732.3525024,1094453.78945163
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_58",0.539,4057.67,978085.473890931,475627.224712547
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_59",0.755,5868.21,1413095.99723235,689844.975431959
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_60",0.703,15350.6,3691388.35002622,1811773.38200914
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_61",0.702,7651.41,1841537.65840659,900827.938019284
"uridine 5-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_62",0.743,15085.32,3627650.68522345,1780386.23512984
"valine","mtab_TSQ_cm_PMI_2020_1112_51",0.681,35769.82,80736882.835335,17719084.3264477
"valine","mtab_TSQ_cm_PMI_2020_1112_52",0.692,15903.73,35903657.2588729,7889144.70000951
"valine","mtab_TSQ_cm_PMI_2020_1112_53",0.682,41800.07,94345779.1270795,20702912.21771
"valine","mtab_TSQ_cm_PMI_2020_1112_54",0.714,55015.1,124169082.101631,27241840.9682376
"valine","mtab_TSQ_cm_PMI_2020_1112_55",0.682,29947.42,67597056.4982756,14838102.6898512
"valine","mtab_TSQ_cm_PMI_2020_1112_56",0.703,42611.34,96176630.1356784,21104336.7114449
"valine","mtab_TSQ_cm_PMI_2020_1112_57",0.682,39143.04,88349469.5687604,19388187.2524232
"valine","mtab_TSQ_cm_PMI_2020_1112_58",0.692,41733,94194417.4630875,20669725.3122473
"valine","mtab_TSQ_cm_PMI_2020_1112_59",0.693,53083.66,119810263.370447,26286145.1774661
"valine","mtab_TSQ_cm_PMI_2020_1112_60",0.56,11211.04,25313328.2444363,5567154.8476737
"valine","mtab_TSQ_cm_PMI_2020_1112_61",0.682,15313.88,34572500.5941102,7597281.03239024
"valine","mtab_TSQ_cm_PMI_2020_1112_62",0.702,37827.48,85380551.2642842,18737235.0330908
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_51",1.191,1733.19,6822199.00087784,2398616.23089913
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_52",1.192,1733.19,6822199.00087784,2398616.23089913
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_53",1.167,1879.61,7398654.19753144,2601416.50843112
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_54",1.232,1733.19,6822199.00087784,2398616.23089913
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_55",1.044,1816.6,7150583.97528623,2514143.96719843
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_56",1.044,2455.95,9667703.42604759,3399681.17140607
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_57",1.179,1769.28,6964285.24624889,2448602.99511255
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_58",1.289,1733.19,6822199.00087784,2398616.23089913
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_59",1.166,1791.02,7049875.57526985,2478714.16867863
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_60",1.297,1733.19,6822199.00087784,2398616.23089913
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_61",1.173,1810.11,7125032.86050491,2505154.93700322
"xanthine pos","mtab_TSQ_cm_PMI_2020_1112_62",1.237,2323.08,9144594.54762003,3215648.43765606
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_51",3.01,639.76,984149.887055519,763325.7302173
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_52",2.952,203.2,309717.19590427,254612.569276444
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_53",3.063,883.2,1360235.40642023,1047000.67043042
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_54",3.104,564.78,868314.80554892,675953.28929888
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_55",2.978,646.11,993959.873286072,770725.236750134
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_56",3.063,1436.89,2215619.85933286,1692202.68179505
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_57",3.063,1649.69,2544370.2640355,1940173.54639148
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_58",3.036,1472.56,2270725.71899331,1733768.09880706
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_59",3.042,410.1,629352.810250966,495708.301818736
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_60",2.954,203.2,309717.19590427,254612.569276444
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_61",2.947,431.37,662212.401924016,520493.735512185
"xanthosine pos","mtab_TSQ_cm_PMI_2020_1112_62",3.096,661.12,1017148.51790349,788216.038806489
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_51",2.032,862670.56,17159741924.7776,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_52",2.194,15355.56,305543528.276801,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_53",2.033,61773.41,1228854992.18221,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_54",2.178,19850.62,394956123.408688,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_55",2.029,1649958.88,32819931512.5079,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_56",2.166,11748.79,233800177.633242,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_57",2.021,756031.94,15038560949.3327,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_58",2.145,3127831.25,62216736866.6994,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_59",2.029,769839.5,15313211292.6071,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_60",2.139,6120.78,121851732.111222,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_61",2.032,7717.43,153611179.152491,0
"2deoxyadenosine pos","mtab_TSQ_cm_PMI_2020_1112_62",2.143,715151.31,14225391999.6576,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_51",3.714,81725.52,3724126553.42252,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_52",3.749,37733.94,1719519924.78886,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_53",3.738,155197.91,7072113600.38827,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_54",3.768,146179.45,6661160761.32072,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_55",3.734,55988.74,2551353950.39971,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_56",3.744,109470.43,4988405547.19461,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_57",3.749,80026.91,3646724358.15099,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_58",3.775,84295.77,3841247606.7524,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_59",3.745,45818.24,2087904996.83817,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_60",3.786,29333.22,1336716238.32669,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_61",3.749,46476.32,2117892361.01494,0
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_62",3.777,75181.65,3425935736.47717,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_51",1.798,5224581,79707348541.2889,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_52",1.946,245139.42,3739923014.52201,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_53",1.793,864177.44,13184099420.0593,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_54",1.935,512841.97,7824050361.6794,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_55",1.793,8398089,128123065198.537,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_56",1.918,361570.06,5516213755.38734,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_57",1.793,4934254,75278057747.0168,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_58",1.906,10440622,159284385412.974,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_59",1.799,8775078,133874489996.237,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_60",1.907,159875.73,2439121927.4627,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_61",1.804,178865.38,2728832088.52746,0
"adenosine","mtab_TSQ_cm_PMI_2020_1112_62",1.9,4591668.5,70051500102.0127,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_51",0.807,1225769.62,3832630509.95531,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_52",0.818,545619.25,1705996509.37315,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_53",0.808,1983869.25,6202989360.14127,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_54",0.819,2384260,7454895732.65209,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_55",0.808,21775.64,68088656.711541,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_56",0.819,1908814.75,5968315589.99146,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_57",0.808,1082311.62,3384078728.00816,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_58",0.818,14107.67,44113126.5395233,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_59",0.808,112495.54,351743613.584406,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_60",0.808,456086.53,1426053521.88849,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_61",0.808,719327.25,2249131314.95023,0
"adenosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_62",0.818,721918.81,2257234375.46984,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_51",0.647,12540.17,9125747.87131466,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_52",0.71,5941.19,4336160.79852301,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_53",0.648,10035.79,7308050.88278644,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_54",0.658,7619.36,5554188.63584738,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_55",0.566,7615.86,5551648.31071307,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_56",0.678,5941.19,4336160.79852301,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_57",0.658,9078.55,6613279.21662605,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_58",0.658,7935.56,5783688.86655223,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_59",0.669,5953.53,4345117.25913939,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_60",0.557,7150.68,5214017.32614861,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_61",0.741,5951.5,4343643.87056149,0
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_62",0.668,5941.19,4336160.79852301,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_51",0.532,3948.62,2803552.36132025,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_52",0.644,3731.87,2650467.42930566,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_53",0.453,3731.87,2650467.42930566,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_54",0.563,6720.52,4761273.80561658,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_55",0.613,3731.87,2650467.42930566,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_56",0.533,5432.63,3851670.33114246,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_57",0.603,4695.24,3330870.80164657,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_58",0.633,3731.87,2650467.42930566,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_59",0.644,7174.51,5081915.22792478,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_60",0.463,3731.87,2650467.42930566,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_61",0.811,3731.87,2650467.42930566,0
"aspartic acid pos","mtab_TSQ_cm_PMI_2020_1112_62",0.562,3937.15,2795451.39629046,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_51",0.534,12764159,421364415736.631,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_52",0.535,973762.81,32146099795.5693,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_53",0.535,12798997,422514469345.708,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_54",0.535,12838372,423814295996.417,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_55",0.535,12773063,421658349869.912,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_56",0.535,12785526,422069771826.681,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_57",0.535,12754841,421056814854.566,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_58",0.534,12867751,424784139988.066,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_59",0.535,12857616,424449568734.607,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_60",0.545,733861.81,24226615012.5413,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_61",0.535,1078720.25,35610899229.2756,0
"betaine","mtab_TSQ_cm_PMI_2020_1112_62",0.534,12738621,420521368803.151,0
"choline","mtab_TSQ_cm_PMI_2020_1112_51",0.521,1383576.38,12968718443.6683,0
"choline","mtab_TSQ_cm_PMI_2020_1112_52",0.522,1524652.75,14291074255.2354,0
"choline","mtab_TSQ_cm_PMI_2020_1112_53",0.523,1718607,16109072050.7957,0
"choline","mtab_TSQ_cm_PMI_2020_1112_54",0.523,2374204.25,22254203468.5159,0
"choline","mtab_TSQ_cm_PMI_2020_1112_55",0.522,145845.22,1367051966.25826,0
"choline","mtab_TSQ_cm_PMI_2020_1112_56",0.522,2315225.25,21701373654.3491,0
"choline","mtab_TSQ_cm_PMI_2020_1112_57",0.522,1440938.5,13506392702.9777,0
"choline","mtab_TSQ_cm_PMI_2020_1112_58",0.522,202371.41,1896890775.2115,0
"choline","mtab_TSQ_cm_PMI_2020_1112_59",0.523,179682.3,1684218188.95354,0
"choline","mtab_TSQ_cm_PMI_2020_1112_60",0.522,880220.75,8250598445.14893,0
"choline","mtab_TSQ_cm_PMI_2020_1112_61",0.522,1560807.25,14629962427.5729,0
"choline","mtab_TSQ_cm_PMI_2020_1112_62",0.522,1472663.62,13803762821.054,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_51",0.463,1502.12,90854.3756460202,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_52",0.423,1259.17,76800.0201529118,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_53",0.424,1810.76,108708.81598104,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_54",0.364,1882.14,112838.060249811,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_55",0.453,2385.79,141973.586671314,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_56",0.553,3522.96,207757.457575195,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_57",0.563,1259.17,76800.0201529118,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_58",0.443,1558.77,94131.507725397,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_59",0.306,1687.7,101589.947954771,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_60",0.374,2119.35,126560.363878213,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_61",0.383,2952.53,174758.791166742,0
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_62",0.543,2962.13,175314.13923315,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_51",4.826,2398.18,69230870.4418815,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_52",4.988,1581.28,45629160.4214154,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_53",4.919,2060.05,59461686.6871745,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_54",4.926,2499.46,72157031.7723661,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_55",4.984,2167.83,62575644.706523,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_56",4.832,2300.79,66417098.2067326,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_57",4.982,1581.28,45629160.4214154,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_58",4.915,1857.25,53602429.9946166,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_59",4.81,2908.72,83981289.1392114,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_60",4.88,2961.18,85496952.8773356,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_61",4.872,1910.31,55135428.8117129,0
"desthiobiotin pos","mtab_TSQ_cm_PMI_2020_1112_62",4.802,1923.13,55505821.6657493,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_51",0.522,12730694,25375918751.8376,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_52",0.533,13046291,26004986673.3161,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_53",0.523,13081254,26074677138.4936,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_54",0.524,12980307,25873463186.9368,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_55",0.523,11154700,22234547731.6998,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_56",0.523,12997476,25907685524.7406,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_57",0.523,12340451,24598061697.1714,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_58",0.523,12963195,25839354465.1418,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_59",0.523,12199241,24316592984.8834,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_60",0.533,13081079,26074328317.414,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_61",0.533,13089240,26090595339.3033,0
"dmsp","mtab_TSQ_cm_PMI_2020_1112_62",0.523,12072505,24063974765.7733,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_51",0.523,886087.5,5488603484.80545,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_52",0.524,955423.06,5918082694.68584,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_53",0.514,1413860,8757738634.16598,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_54",0.524,1703791.25,10553634479.9575,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_55",0.524,75951.9,470451220.888186,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_56",0.524,1581911.5,9798685378.36496,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_57",0.524,949463.31,5881166735.24043,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_58",0.523,99161.57,614216854.758951,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_59",0.524,103108.15,638662810.919538,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_60",0.524,647105,4008295035.93392,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_61",0.524,1111237,6883227388.68629,0
"gaba","mtab_TSQ_cm_PMI_2020_1112_62",0.523,833124.38,5160538651.54529,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_51",0.525,28592.37,88267998.0425234,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_52",0.526,4497.12,13901571.0329721,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_53",0.526,62528.85,193007926.571221,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_54",0.526,67949.26,209737220.711221,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_55",0.526,23948.15,73934299.5896624,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_56",0.526,64243.1,198298705.770487,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_57",0.526,33786.21,104298017.372445,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_58",0.525,38400.3,118538724.034567,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_59",0.526,32198.39,99397445.6774299,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_60",0.476,3208.86,9925546.99257721,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_61",0.526,7100.88,21937691.346743,0
"glutamine","mtab_TSQ_cm_PMI_2020_1112_62",0.525,36656.45,113156588.811209,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_51",2.172,61680.82,142967904.459087,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_52",2.345,2124.37,4932309.65625133,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_53",2.173,29015.24,67258006.2888703,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_54",2.324,36452.81,84496263.4186645,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_55",2.163,141032.14,326882604.791129,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_56",2.306,31434.99,72866326.3033131,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_58",2.29,174307.66,404006177.394493,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_59",2.163,134687.84,312178249.106603,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_60",2.284,1943.13,4512244.80681746,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_61",2.178,2760.66,6407056.19700546,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_62",2.293,63862.62,148024721.323438,0
"guanosine pos","mtab_TSQ_cm_PMI_2020_1112_57",0,120.22,287237.001247481,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_51",0.66,49280.25,1059310531.34291,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_52",0.44,31241.59,671633272.856982,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_53",0.661,76671.23,1647982862.52732,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_54",0.44,41217.56,886031498.686278,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_55",0.661,75748.64,1628155050.37794,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_56",0.671,34807.68,748273776.902964,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_57",0.66,52750.01,1133880762.41352,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_58",0.671,179435.16,3856530429.45525,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_59",0.661,79201.25,1702356702.79675,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_60",0.44,31241.59,671633272.856982,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_61",0.45,33925.14,729306697.989997,0
"hmp ","mtab_TSQ_cm_PMI_2020_1112_62",0.671,74220.06,1595303624.3975,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_51",0.558,2777700.75,3915428477.77698,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_52",0.569,1582086.75,2230104841.61369,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_53",0.559,3917037.5,5521424354.64399,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_54",0.569,3696650,5210768689.13243,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_55",0.569,1713950.5,2415978455.19477,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_56",0.569,3933385,5544467601.16182,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_57",0.569,2821556.25,3977246682.25247,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_58",0.568,1710631.38,2411299862.11434,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_59",0.569,2090440.62,2946674564.4892,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_60",0.559,1454261.62,2049924019.97339,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_61",0.559,1805959.38,2545673105.97748,0
"homarine","mtab_TSQ_cm_PMI_2020_1112_62",0.568,2834141.75,3994987057.17526,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_51",5.505,1971.96,9548446.84776506,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_52",5.462,1971.96,9548446.84776506,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_53",5.302,2147.7,10398164.9126467,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_54",5.365,2123.07,10279076.7372852,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_55",5.368,1997.89,9673820.63530564,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_56",5.302,1971.96,9548446.84776506,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_57",5.307,2409.58,11664377.3106848,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_58",5.345,1971.96,9548446.84776506,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_59",5.333,2022.1,9790878.07442471,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_60",5.234,2261.54,10948591.1360798,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_61",5.629,1971.96,9548446.84776506,0
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_62",5.344,2246.54,10876064.8417061,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_51",0.808,78666.14,24475119.5270832,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_52",0.819,31207.21,9710070.11874272,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_53",0.798,107739.12,33520076.6331051,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_54",0.82,115699.52,35996653.7348256,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_55",0.693,2100.55,654634.755750578,0
