OrthologID,Log2 Fold Change,Post-p (Low N /Replete > 2),Post-p (Replete /Low N > 2)
OG_81357,0.084806197,0,0
OG_81358,-0.133272028,0,0
OG_81359,0.140084906,0,0
OG_8136,-0.080864181,0,0
OG_81360,0.009565559,0,0
OG_81361,-0.003364047,0,0
OG_81362,0.028762518,0,0
OG_81363,0.048047182,0,0
OG_81364,0.07555099,0,0
OG_81365,0.119833185,0,0
OG_81366,0.046839802,0,0
OG_81367,0.015100542,0,0
OG_81368,-0.061758761,0,0
OG_81369,0.023420898,0,0
OG_8137,0.493047264,0.000678812,0
OG_81370,-0.062169942,0,0
OG_81371,-0.052076911,0,0
OG_81372,0.011254153,0,0
OG_81373,0.037273116,0,0
OG_81374,0.014654249,0,0
OG_81375,-0.036686715,0,0
OG_81376,-0.010078346,0,0
OG_81377,0.203053393,0,0
OG_81378,0.085413141,0,0
OG_81379,0.055814268,0,0
OG_8138,-0.057630857,0,0
OG_81380,-0.007895014,0,0
OG_81381,-0.034615072,0,0
OG_81382,-0.159363747,0,0
OG_81383,0.04261586,0,0
OG_81384,0.03359191,0,0
OG_81385,-0.197370969,0,0
OG_81386,-0.022095442,0,0
OG_81387,-0.057166108,0,0
OG_81388,0.036140281,0,0
OG_81389,-0.042154541,0,0
OG_8139,-0.228500234,0,0
OG_81390,-0.022283576,0,0
OG_81391,0.009092922,0,0
OG_81392,0.078613857,0,0
OG_81393,0.110307968,0,0
OG_81394,0.217030359,0,0
OG_81395,-0.082601273,0,0
OG_81396,0.11658751,0,0
OG_81397,-0.106303039,0,0
OG_81398,0.04616062,0,0
OG_81399,0.251067344,0,0
OG_814,-0.013364327,0,0
OG_8140,-0.008193562,0,0
OG_81400,-0.012081821,0,0
OG_81401,-0.017075791,0,0
OG_81402,0.051373802,0,0
OG_81403,0.042844834,0,0
OG_81404,-0.005835091,0,0
OG_81405,-0.303498714,0,0
OG_81406,0.128781984,3.72E-11,0
OG_81407,-0.014225028,0,0
OG_81408,0.118865794,0,0
OG_81409,-0.043875257,0,0
OG_8141,-0.088717735,0,0
OG_81410,0.016528733,0,0
OG_81411,0.067137848,0,0
OG_81412,-0.087026087,0,0
OG_81413,0.141109641,0,0
OG_81414,0.05423362,0,0
OG_81415,0.022189503,0,0
OG_81416,-0.090713275,0,0
OG_81417,0.094052476,0,0
OG_81418,0.014555968,0,0
OG_81419,0.246985759,0,0
OG_8142,-0.070871002,0,0
OG_81420,-0.051783924,0,0
OG_81421,-0.033791034,0,0
OG_81422,0.138477464,7.15E-11,0
OG_81423,0.075481504,0,0
OG_81424,-0.189896077,0,0
OG_81425,-0.00434189,0,0
OG_81426,0.136178674,0,0
OG_81428,0.063356218,0,0
OG_81429,-0.005043867,0,0
OG_8143,0.153443539,0,0
OG_81430,0.029879562,0,0
OG_81431,-0.087322071,0,0
OG_81432,0.108002715,0,0
OG_81433,-0.159680289,0,0
OG_81434,-0.002141163,0,0
OG_81435,0.05384743,0,0
OG_81436,-0.011281302,0,0
OG_81437,0.237971631,0,0
OG_81438,-0.01738613,0,0
OG_81439,0.008397197,0,0
OG_8144,-0.227630578,0,0
OG_81440,-0.009326345,0,0
OG_81441,-0.171326804,0,0
OG_81442,-0.015724463,0,0
OG_81443,0.073503156,0,0
OG_81444,0.024783821,0,0
OG_81445,0.294537782,0,0
OG_81446,0.163001305,0,0
OG_81447,0.003352923,0,0
OG_81448,0.006380654,0,0
OG_81449,-0.073210651,0,0
OG_8145,-0.129117269,0,0
OG_81450,0.051200322,0,0
OG_81451,-0.028211262,0,0
OG_81452,0.099193299,0,0
OG_81453,0.147203726,0,0
OG_81454,-0.089269338,0,0
OG_81455,-0.015994322,0,0
OG_81456,-0.102377543,0,0
OG_81457,0.126878442,0,0
OG_81458,0.095950804,0,0
OG_81459,-0.077135483,0,0
OG_8146,-0.263131773,0,0
OG_81460,0.098664235,0,0
OG_81461,-0.081551953,0,0
OG_81462,-0.023780812,0,0
OG_81463,-0.070308412,0,0
OG_81464,-0.025821963,0,0
OG_81465,-0.013245221,0,0
OG_81466,0.144391364,0,0
OG_81467,-0.080232461,0,0
OG_81468,-0.50417153,0,0.000299096
OG_81469,0.003143913,0,0
OG_8147,-0.055284558,0,0
OG_81470,-0.03908359,0,0
OG_81471,-0.152235193,0,0
OG_81472,-0.005801623,0,0
OG_81473,0.10718453,0,0
OG_81474,0.065979135,0,0
OG_81475,0.273009312,0,0
OG_81476,0.012243769,0,0
OG_81477,0.148747043,0,0
OG_81478,0.048748173,0,0
OG_81479,-0.087251334,0,0
OG_8148,0.065304106,0,0
OG_81480,-0.013253935,0,0
OG_81481,0.091338512,0,0
OG_81482,0.03359191,0,0
OG_81483,-0.093766604,0,0
OG_81484,-0.095162334,0,0
OG_81485,0.154719888,0,0
OG_81487,0.029877131,0,0
OG_81488,-0.027570614,0,0
OG_81489,-0.021733624,0,0
OG_8149,-0.126011514,0,0
OG_81490,-0.070468416,0,0
OG_81491,-0.028205309,0,0
OG_81492,-0.006101653,0,0
OG_81493,0.023810646,0,0
OG_81494,0.006567039,0,0
OG_81495,-0.004272238,0,0
OG_81496,-0.065370396,0,0
OG_81497,-0.113936435,0,0
OG_81498,-0.089730522,0,0
OG_81499,0.050584298,0,0
OG_815,-0.152332324,0,0
OG_8150,0.143612204,0,0
OG_81500,0.017518604,0,0
OG_81501,-0.088632917,0,0
OG_81502,0.219242098,0,0
OG_81503,-0.043379595,0,0
OG_81504,-0.0053923,0,0
OG_81505,0.091184295,0,0
OG_81506,-0.075204157,0,0
OG_81507,0.023665142,0,0
OG_81508,0.066254554,0,0
OG_81509,-0.002716422,0,0
OG_8151,0.199107727,0,0
OG_81510,0.208477035,0,0
OG_81511,0.003085475,0,0
OG_81512,-0.118839382,0,0
OG_81513,0.296348978,0,0
OG_81514,0.250625077,0,0
OG_81515,-0.096620795,0,0
OG_81516,0.005526572,0,0
OG_81517,0.040545556,0,0
OG_81518,-0.105291522,0,0
OG_81519,-0.265371022,0,0
OG_8152,0.029939335,0,0
OG_81520,-0.125106259,0,0
OG_81521,-0.084313859,0,0
OG_81522,0.028039943,0,0
OG_81523,0.159898345,0,0
OG_81524,0.040755303,0,0
OG_81525,0.09268367,0,0
OG_81526,0.022117175,0,0
OG_81527,0.026102061,0,0
OG_81528,-0.038721998,0,0
OG_81529,0.092378698,0,0
OG_8153,-0.000201158,0,0
OG_81530,-0.105221567,0,0
OG_81531,0.056035949,0,0
OG_81532,-0.020965824,0,0
OG_81533,-0.267556306,0,0
OG_81534,0.023599926,0,0
OG_81535,0.022435799,0,0
OG_81536,0.048541063,0,0
OG_81537,0.160782191,0,0
OG_81538,0.098683751,0,0
OG_81539,0.086637753,0,0
OG_8154,-0.191015027,0,0
OG_81540,0.021918676,0,0
OG_81541,0.206030036,0,0
OG_81542,-0.057553596,0,0
OG_81543,-0.061928018,0,0
OG_81544,0.031088822,0,0
OG_81545,0.104898533,0,0
OG_81546,-0.010109914,0,0
OG_81547,0.208217346,0,0
OG_81548,-0.055237294,0,0
OG_81549,-0.009172223,0,0
OG_8155,0.303877309,0,0
OG_81550,0.304596078,0,0
OG_81551,0.084300898,0,0
OG_81552,0.014197144,0,0
OG_81553,0.225983083,0,0
OG_81554,0.022792766,0,0
OG_81555,0.172479111,0,0
OG_81556,0.135189832,0,0
OG_81557,0.237839737,0,0
OG_81558,0.105436246,0,0
OG_81559,0.136463267,0,0
OG_8156,0.26969896,0,0
OG_81560,0.026947845,0,0
OG_81561,0.181987205,0,0
OG_81562,0.141396893,0,0
OG_81563,0.310210057,0,0
OG_81564,0.095172267,0,0
OG_81565,-0.046356824,0,0
OG_81566,0.03583404,0,0
OG_81567,0.237321787,0,0
OG_81568,0.069922561,0,0
OG_81569,0.16723984,0,0
OG_8157,-0.136653716,0,0
OG_81570,0.086036236,0,0
OG_81571,0.179610504,0,0
OG_81572,-0.094536234,0,0
OG_81573,0.004554951,0,0
OG_81574,0.287006164,0,0
OG_81575,0.230298298,0,0
OG_81576,-0.143747858,0,0
OG_81577,0.012454384,0,0
OG_81578,0.036616365,0,0
OG_81579,0.102324529,0,0
OG_8158,-0.013023308,0,0
OG_81580,-0.032230299,0,0
OG_81581,-0.043399299,0,0
OG_81582,0.135811713,0,0
OG_81583,0.454366288,0,0
OG_81584,0.019027724,0,0
OG_81585,0.140344895,0,0
OG_81586,-0.015286777,0,0
OG_81587,-0.041132539,0,0
OG_81588,0.188608716,0,0
OG_81589,-0.03702549,0,0
OG_8159,0.048037054,0,0
OG_81590,0.082472348,0,0
OG_81591,0.119692407,0,0
OG_81592,0.172182122,0,0
OG_81593,0.055779408,0,0
OG_81594,0.086237579,0,0
OG_81595,0.141069137,0,0
OG_81596,0.09776058,0,0
OG_81597,0.071043939,0,0
OG_81598,-0.013110202,0,0
OG_81599,0.053085693,0,0
OG_816,-0.053703291,0,0
OG_8160,-0.036107731,0,0
OG_81600,-0.011378648,0,0
OG_81601,0.145756558,0,0
OG_81602,0.103835479,0,0
OG_81603,0.000672258,0,0
OG_81604,-0.099556471,0,0
OG_81605,0.095788695,0,0
OG_81606,-0.078992794,0,0
OG_81607,0.055801704,0,0
OG_81608,-0.087197621,0,0
OG_81609,0.047381848,0,0
OG_8161,0.108336684,0,0
OG_81610,0.031886709,0,0
OG_81611,0.068199913,0,0
OG_81612,0.04261586,0,0
OG_81613,0.015497282,0,0
OG_81614,0.088735744,0,0
OG_81615,-0.00615284,0,0
OG_81616,0.039579031,0,0
OG_81617,0.028300071,0,0
OG_81618,0.129513301,0,0
OG_8162,-0.193425925,0,0
OG_81620,0.11558597,0,0
OG_81621,-0.023678526,0,0
OG_81622,-0.023110433,0,0
OG_81623,-0.067597546,0,0
OG_81624,0.151274001,0,0
OG_81625,-0.050125603,0,0
OG_81626,0.188796258,0,0
OG_81627,0.22739346,0,0
OG_81628,-0.039052757,0,0
OG_81629,-0.104043579,0,0
OG_8163,0.125633256,0,0
OG_81630,-0.110763327,0,0
OG_81631,-0.012734229,0,0
OG_81632,0.17865653,0,0
OG_81633,0.034757522,0,0
OG_81634,0.09435206,0,0
OG_81635,0.022622285,0,0
OG_81636,0.027042616,0,0
OG_81637,0.011474821,0,0
OG_81638,0.006678984,0,0
OG_81639,-0.01921882,0,0
OG_8164,-0.058405025,0,0
OG_81640,0.158051578,0,0
OG_81641,0.188236932,0,0
OG_81642,-0.023293432,0,0
OG_81643,0.134456947,0,0
OG_81644,0.24012704,0,0
OG_81645,-0.185321801,0,0
OG_81646,-0.094649601,0,0
OG_81647,-0.029562807,0,0
OG_81648,0.105717704,0,0
OG_81649,0.069008935,0,0
OG_8165,-0.00903216,0,0
OG_81650,0.054695882,0,0
OG_81651,0.147297604,0,0
OG_81652,0.170179682,0,0
OG_81653,0.069152604,0,0
OG_81654,0.065845623,0,0
OG_81655,-0.013883537,0,0
OG_81656,-0.032262739,0,0
OG_81657,-0.052746956,0,0
OG_81658,0.256977073,0,0
OG_81659,0.094489624,0,0
OG_8166,0.045224782,0,0
OG_81660,0.072454979,0,0
OG_81661,-0.046008925,0,0
OG_81662,0.143879888,0,0
OG_81663,0.138625421,0,0
OG_81664,0.228198991,0,0
OG_81665,0.041052492,0,0
OG_81666,-0.002141163,0,0
OG_81667,-0.073822683,0,0
OG_81668,0.054695882,0,0
OG_81669,0.079805801,0,0
OG_8167,0.039748406,0,0
OG_81670,0.072618832,0,0
OG_81671,0.017243096,0,0
OG_81672,0.013255661,0,0
OG_81673,0.09027637,0,0
OG_81674,0.047147109,0,0
OG_81675,-0.103920984,0,0
OG_81676,-0.000472644,0,0
OG_81677,-0.018113791,0,0
OG_81678,-0.071282835,0,0
OG_81679,0.249660922,0,0
OG_8168,-0.014573986,0,0
OG_81680,0.061338885,0,0
OG_81681,0.068376172,0,0
OG_81682,0.063415123,0,0
OG_81683,-0.142025505,0,0
OG_81684,-0.067875274,0,0
OG_81685,0.012828849,0,0
OG_81686,0.111574399,0,0
OG_81687,0.067494067,0,0
OG_81688,0.088287367,0,0
OG_81689,-0.015834406,0,0
OG_8169,0.138771013,0,0
OG_81690,0.00133878,0,0
OG_81691,0.122727464,0,0
OG_81692,0.0323069,0,0
OG_81693,-0.011378648,0,0
OG_81694,0.014197144,0,0
OG_81695,0.18345694,0,0
OG_81696,0.019465982,0,0
OG_81697,0.215068127,0,0
OG_81698,0.089170602,0,0
OG_81699,-0.047350011,0,0
OG_817,-0.22145897,0,0
OG_8170,0.052058854,0,0
OG_81700,0.0685443,0,0
OG_81701,-0.005991295,0,0
OG_81702,0.102327976,0,0
OG_81703,0.287713776,0,0
OG_81704,-0.17398728,0,0
OG_81705,0.022610269,0,0
OG_81706,0.027718472,0,0
OG_81707,-0.07846351,0,0
OG_81708,0.079075864,0,0
OG_81709,0.037273116,0,0
OG_8171,0.165540209,0,0
OG_81710,0.09763358,0,0
OG_81711,-0.042666788,0,0
OG_81712,0.020654739,0,0
OG_81713,-0.066319407,0,0
OG_81714,0.024269935,0,0
OG_81715,0.183253404,0,0
OG_81716,-0.271831911,0,0
OG_81717,-0.034897569,0,0
OG_81718,-0.004223511,0,0
OG_81719,0.119358153,0,0
OG_8172,0.163508639,0,0
OG_81720,0.116922374,0,0
OG_81721,-0.131323653,0,0
OG_81722,0.010685784,0,0
OG_81723,-0.064863508,0,0
OG_81724,0.163650217,0,0
OG_81725,0.086637753,0,0
OG_81726,-0.007517665,0,0
OG_81727,0.065319251,0,0
OG_81728,-0.001364615,0,0
OG_81729,0.162279772,0,0
OG_8173,-0.047161807,0,0
OG_81730,-0.05581611,0,0
OG_81731,-0.044771871,0,0
OG_81732,0.15460947,0,0
OG_81733,-0.036647551,0,0
OG_81734,-0.044878708,0,0
OG_81735,0.168853323,0,0
OG_81736,0.072454979,0,0
OG_81737,0.143305255,0,0
OG_81738,0.167763663,0,0
OG_81739,-0.007409596,0,0
OG_8174,0.170869292,0,0
OG_81740,0.102199862,0,0
OG_81741,0.020654739,0,0
OG_81742,0.087297286,0,0
OG_81743,0.193139416,0,0
OG_81744,0.231593503,0,0
OG_81745,0.152066328,0,0
OG_81746,-0.057074944,0,0
OG_81747,0.049825556,0,0
OG_81748,0.057397396,0,0
OG_81749,-0.058862328,0,0
OG_8175,-0.05758605,0,0
OG_81750,0.158917841,0,0
OG_81751,0.041980086,0,0
OG_81752,-0.034578944,0,0
OG_81753,0.02987623,0,0
OG_81754,-0.031204943,0,0
OG_81755,0.059130409,0,0
OG_81756,0.110606254,0,0
OG_81757,0.267679157,0,0
OG_81758,0.051344661,0,0
OG_81759,-0.04253913,0,0
OG_81760,0.022739552,0,0
OG_81761,-0.094457423,0,0
OG_81762,-0.044196645,0,0
OG_81763,0.160125554,0,0
OG_81764,0.189958215,0,0
OG_81765,0.044679963,0,0
OG_81766,-0.037275522,0,0
OG_81767,-0.057890571,0,0
OG_81768,0.092061757,0,0
OG_81769,-0.048608285,0,0
OG_8177,0.046236749,0,0
OG_81770,0.086043176,0,0
OG_81771,0.022648871,0,0
OG_81772,-0.025609646,0,0
OG_81773,0.06984027,0,0
OG_81774,-0.02513158,0,0
OG_81775,-0.011999461,0,0
OG_81776,0.006955716,0,0
OG_81777,0.029879157,0,0
OG_81778,0.032807447,0,0
OG_81779,-0.090016097,0,0
OG_81780,0.079742445,0,0
OG_81781,-0.020983333,0,0
OG_81782,0.111530339,0,0
OG_81783,-0.029702366,0,0
OG_81784,0.068730692,0,0
OG_81785,0.184338588,0,0
OG_81786,-0.083536987,0,0
OG_81787,0.303569797,0,0
OG_81788,0.027203388,0,0
OG_81789,-0.004567678,0,0
OG_81790,0.330370863,0,0
OG_81791,0.017729497,0,0
OG_81792,0.138643471,0,0
OG_81793,0.108705719,0,0
OG_81794,0.044525901,0,0
OG_81795,-0.12893098,0,0
OG_81796,0.165915927,0,0
OG_81797,0.388639103,0,0
OG_81798,0.010977191,0,0
OG_81799,0.033417862,0,0
OG_818,0.034333666,0,0
OG_8180,0.045951942,0,0
OG_81800,-0.008426538,0,0
OG_81801,0.016523453,0,0
OG_81802,0.100734695,0,0
OG_81803,0.200714836,0,0
OG_81804,-0.040898883,0,0
OG_81805,0.080360985,0,0
OG_81806,-0.065104515,0,0
OG_81807,-0.078881828,0,0
OG_81808,-0.104728003,0,0
OG_81809,0.019915731,0,0
OG_81810,0.061338885,0,0
OG_81811,-0.043033096,0,0
OG_81812,0.098643838,0,0
OG_81813,0.219572589,0,0
OG_81814,0.325072413,0,0
OG_81815,0.039341988,0,0
OG_81816,0.117979372,0,0
OG_81817,0.009516402,0,0
OG_81818,0.008397197,0,0
OG_81819,-0.007114532,0,0
OG_81820,0.061901326,0,0
OG_81821,0.061820954,0,0
OG_81822,0.03583404,0,0
OG_81823,0.011713162,0,0
OG_81824,0.004151914,0,0
OG_81825,0.114606269,0,0
OG_81826,0.018084675,0,0
OG_81827,0.080720079,0,0
OG_81828,0.019563526,0,0
OG_81829,0.024454287,0,0
OG_8183,0.057595193,0,0
OG_81830,-0.312557095,0,0
OG_81831,0.011409039,0,0
OG_81832,0.173331428,0,0
OG_81833,0.028602956,0,0
OG_81834,0.128781984,3.72E-11,0
OG_81835,0.146070507,0,0
OG_81836,-0.121407256,0,0
OG_81837,0.146483086,0,0
OG_81838,-0.070975835,0,0
OG_81839,-0.057052763,0,0
OG_81840,-0.011155618,0,0
OG_81841,0.023546025,0,0
OG_81842,0.102606437,0,0
OG_81843,0.092019885,0,0
OG_81844,0.140635753,0,0
OG_81845,-0.038707801,0,0
OG_81846,0.146762113,0,0
OG_81847,0.023546025,0,0
OG_81848,0.138477464,7.15E-11,0
OG_81849,-0.092353365,0,0
OG_81850,-0.005619819,0,0
OG_81851,0.127021657,0,0
OG_81852,0.338300555,0,0
OG_81853,0.158187299,0,0
OG_81854,0.164055716,0,0
OG_81855,-0.110697451,0,0
OG_81856,0.110388086,0,0
OG_81857,0.118865794,0,0
OG_81859,0.166139953,0,0
OG_8186,-0.033394724,0,0
OG_81860,0.018007857,0,0
OG_81861,0.061657559,0,0
OG_81862,-0.004731319,0,0
OG_81863,-0.054134551,0,0
OG_81864,0.052507141,0,0
OG_81865,0.057397396,0,0
OG_81866,-0.02930934,0,0
OG_81867,0.170726423,0,0
OG_81868,0.01994734,0,0
OG_81869,0.051917675,0,0
OG_8187,-0.092352865,0,0
OG_81870,-0.083734077,0,0
OG_81871,0.055263678,0,0
OG_81872,0.049856882,0,0
OG_81873,-0.070994909,0,0
OG_81874,0.076004256,0,0
OG_81875,0.048926405,0,0
OG_81876,0.08821228,0,0
OG_81877,0.060614721,0,0
OG_81878,-0.090878134,0,0
OG_81879,-0.095943436,0,0
OG_8188,-0.002141163,0,0
OG_81880,0.103850117,0,0
OG_81881,-0.023545101,0,0
OG_81882,0.028608305,0,0
OG_81883,-0.160245641,0,0
OG_81884,-0.159578406,0,0
OG_81885,0.040978111,0,0
OG_81886,0.084850816,0,0
OG_81887,0.074280775,0,0
OG_81888,0.016316219,0,0
OG_81889,-0.238023869,0,0
OG_81890,0.013325086,0,0
OG_81891,0.075330357,0,0
OG_81892,0.127692924,0,0
OG_81893,-0.14701862,0,0
OG_81894,-0.056493797,0,0
OG_81895,-0.010856364,0,0
OG_81896,0.092590565,0,0
OG_81897,0.394400317,3.05E-05,0
OG_81898,-0.00889837,0,0
OG_81899,-0.134789537,0,0
OG_819,0.138633734,0,0
OG_81900,0.005016093,0,0
OG_81901,0.061105852,0,0
OG_81902,0.121418326,0,0
OG_81903,0.050451119,0,0
OG_81904,0.214521907,0,0
OG_81905,0.028812866,0,0
OG_81906,-0.038541581,0,0
OG_81907,0.037315823,0,0
OG_81908,-0.032353209,0,0
OG_81909,0.060042845,0,0
OG_81910,0.10208433,0,0
OG_81911,0.067568786,0,0
OG_81912,0.014699349,0,0
OG_81913,-0.074394639,0,0
OG_81914,0.231201242,0,0
OG_81915,0.072454979,0,0
OG_81916,0.080539114,0,0
OG_81917,-0.011043633,0,0
OG_81918,0.197971531,0,0
OG_81919,0.204728554,0,0
OG_8192,-0.076361105,0,0
OG_81920,0.057276139,0,0
OG_81921,0.114740296,0,0
OG_81922,0.107391916,0,0
OG_81923,0.027159192,0,0
OG_81924,0.016905771,0,0
OG_81925,0.125805291,0,0
OG_81926,-0.023929203,0,0
OG_81927,0.319968168,0,0
OG_81928,0.017267258,0,0
OG_81929,-0.010764587,0,0
OG_81930,0.14092505,0,0
OG_81931,0.085452534,0,0
OG_81932,0.088384679,0,0
OG_81933,0.035496284,0,0
OG_81934,-0.118703568,0,0
OG_81935,0.22239283,0,0
OG_81936,0.120428558,0,0
OG_81937,-0.062095525,0,0
OG_81938,-0.052719966,0,0
OG_81939,0.099733455,0,0
OG_8194,-0.051694625,0,0
OG_81940,0.085528141,0,0
OG_81941,0.024427011,0,0
OG_81942,-0.02583651,0,0
OG_81943,0.065829193,0,0
OG_81944,-0.054307185,0,0
OG_81945,-0.04916443,0,0
OG_81946,-0.001364615,0,0
OG_81947,0.050229512,0,0
OG_81948,0.08082217,0,0
OG_81949,0.01572118,0,0
OG_8195,-0.017319043,0,0
OG_81950,0.066613764,0,0
OG_81951,0.069157706,0,0
OG_81952,0.072529979,0,0
OG_81953,0.013517528,0,0
OG_81954,0.057967194,0,0
OG_81955,0.001519686,0,0
OG_81956,-0.013328434,0,0
OG_81957,0.150898135,1.33E-10,0
OG_81958,0.167380227,0,0
OG_81959,-0.120738038,0,0
OG_81960,0.000461696,0,0
OG_81961,0.011614285,0,0
OG_81962,0.185704029,0,0
OG_81963,-0.036795104,0,0
OG_81964,0.025477281,0,0
OG_81965,0.046650315,0,0
OG_81966,0.220693243,0,0
OG_81967,-0.052620924,0,0
OG_81968,-0.145620468,0,0
OG_81969,0.034757522,0,0
OG_81970,-0.099627148,0,0
OG_81971,-0.027442354,0,0
OG_81972,0.01620588,0,0
OG_81973,0.042094093,0,0
OG_81974,0.231208308,0,0
OG_81975,-0.028766358,0,0
OG_81976,0.346329177,0,0
OG_81977,-0.00633848,0,0
OG_81978,0.098633437,0,0
OG_81979,-0.00633848,0,0
OG_8198,-0.024810589,0,0
OG_81980,0.171684811,0,0
OG_81981,0.180844284,0,0
OG_81982,0.239244763,0,0
OG_81983,0.23405218,0,0
OG_81984,0.006380654,0,0
OG_81985,0.021752649,0,0
OG_81986,-0.073134705,0,0
OG_81987,-0.04803059,0,0
OG_81988,0.275395806,0,0
OG_81989,0.152169773,0,0
OG_81990,-0.062219937,0,0
OG_81991,0.085413141,0,0
OG_81992,-0.041310623,0,0
OG_81993,0.030888409,0,0
OG_81994,-0.143812469,0,0
OG_81995,-0.087167705,0,0
OG_81996,-0.033950262,0,0
OG_81997,0.045224782,0,0
OG_81998,0.151508664,0,0
OG_81999,-0.013715235,0,0
OG_82,-0.070622132,0,0
OG_820,-0.104721734,0,0
OG_8200,-0.004220511,0,0
OG_82000,0.106194502,0,0
OG_82001,0.233290402,0,0
OG_82002,0.04998248,0,0
OG_82003,0.019208264,0,0
OG_82004,0.031607967,0,0
OG_82005,-0.015156113,0,0
OG_82006,-0.144320014,0,0
OG_82007,0.00133878,0,0
OG_82008,-0.028893049,0,0
OG_82009,-0.089483476,0,0
OG_8201,0.008628698,0,0
OG_82010,-0.064349858,0,0
OG_82011,0.023959173,0,0
OG_82012,-0.027289953,0,0
OG_82013,-0.000113372,0,0
OG_82014,0.085483678,0,0
OG_82015,-0.169221086,0,0
OG_82016,0.102421487,0,0
OG_82017,0.033050063,0,0
OG_82018,0.083771151,0,0
OG_82019,-0.049145086,0,0
OG_8202,0.068747683,0,0
OG_82020,-0.002572959,0,0
OG_82021,-0.118526389,0,0
OG_82022,0.118022802,0,0
OG_82023,0.200714836,0,0
OG_82024,0.199414217,0,0
OG_82025,0.019319387,0,0
OG_82026,0.046745247,0,0
OG_82027,0.025665932,0,0
OG_82028,0.028812866,0,0
OG_82029,0.114075086,0,0
OG_8203,0.136919806,0,0
OG_82030,0.040503797,0,0
OG_82031,0.03762072,0,0
OG_82032,0.153659549,0,0
OG_82033,0.110879302,0,0
OG_82034,0.273972772,0,0
OG_82035,0.424872584,7.05E-05,0
OG_82036,0.041262403,0,0
OG_82037,0.019022974,0,0
OG_82038,-0.027933386,0,0
OG_82039,0.144876083,0,0
OG_82040,0.069152604,0,0
OG_82041,0.172182122,0,0
OG_82042,0.02530821,0,0
OG_82043,0.067332617,0,0
OG_82044,-0.029876939,0,0
OG_82045,0.133993268,0,0
OG_82046,0.031961319,0,0
OG_82047,0.034953008,0,0
OG_82048,-0.035010263,0,0
OG_82049,-0.01886416,0,0
OG_82050,-0.054863323,0,0
OG_82051,-0.053144073,0,0
OG_82052,-0.163228307,0,0
OG_82053,0.077422353,0,0
OG_82054,-0.001657801,0,0
OG_82055,-0.135583855,0,0
OG_82056,-0.02583651,0,0
OG_82057,0.011036624,0,0
OG_82058,-0.103331932,0,0
OG_82059,0.025929983,0,0
OG_82060,0.015466541,0,0
OG_82061,0.073887941,0,0
OG_82062,-0.005213441,0,0
OG_82063,0.175876263,0,0
OG_82064,0.017729497,0,0
OG_82065,-0.176833547,0,0
OG_82066,-0.128229304,0,0
OG_82067,0.129170972,0,0
OG_82068,-0.003371467,0,0
OG_82069,0.071159136,0,0
OG_8207,-0.161796945,0,0
OG_82070,0.132582407,0,0
OG_82071,0.159202212,0,0
OG_82072,-0.058603112,0,0
OG_82073,0.169182633,0,0
OG_82074,0.023558073,0,0
OG_82075,-0.005043867,0,0
OG_82076,0.037942032,0,0
OG_82077,0.015682781,0,0
OG_82078,-0.00615284,0,0
OG_82079,0.050042964,0,0
OG_8208,0.008355536,0,0
OG_82080,-0.099248514,0,0
OG_82081,0.037763069,0,0
OG_82082,0.143860465,0,0
OG_82083,0.165253322,0,0
OG_82084,-0.108413808,0,0
OG_82085,0.114595376,0,0
OG_82086,-0.13153028,0,0
OG_82087,-0.024990733,0,0
OG_82088,-0.048978529,0,0
OG_82089,0.016118017,0,0
OG_8209,-0.345637506,0,0
OG_82090,-0.125429824,0,0
OG_82091,-0.062914805,0,0
OG_82092,-0.039435724,0,0
OG_82093,-0.259741681,0,0
OG_82094,-0.013439591,0,0
OG_82095,-0.121888347,0,0
OG_82096,0.082205419,0,0
OG_82097,-0.080225538,0,0
OG_82098,0.069760365,0,0
OG_82099,0.003811702,0,0
OG_8210,-0.106495349,0,0
OG_82100,-0.117228755,0,0
OG_82101,-0.054284093,0,0
OG_82102,0.038245765,0,0
OG_82103,0.122928314,0,0
OG_82104,0.084250339,0,0
OG_82105,-0.18669575,0,0
OG_82106,-0.053703367,0,0
OG_82107,-0.10047781,0,0
OG_82108,-0.003364047,0,0
OG_82109,-0.012633635,0,0
OG_8211,-0.185778353,0,0
OG_82110,0.026887512,0,0
OG_82111,-0.153143788,0,0
OG_82112,-0.059917489,0,0
OG_82113,-0.030146844,0,0
OG_82114,0.017952763,0,0
OG_82115,0.11542938,0,0
OG_82116,-0.036440446,0,0
OG_82117,0.044736738,0,0
OG_82118,0.19454499,0,0
OG_82119,0.061978603,0,0
OG_82120,-0.066061536,0,0
OG_82121,0.004054426,0,0
OG_82122,0.106714051,0,0
OG_82123,0.048840655,0,0
OG_82124,-0.04309571,0,0
OG_82125,-0.051057618,0,0
OG_82126,-0.106273955,0,0
OG_82127,0.150444346,0,0
OG_82128,-0.150185593,0,0
OG_82129,0.064034321,0,0
OG_8213,-0.177792612,0,0
OG_82130,-0.056682276,0,0
OG_82131,0.040133073,0,0
OG_82132,-0.02096857,0,0
OG_82133,-0.045414517,0,0
OG_82134,0.05121146,0,0
OG_82135,-0.161616843,0,0
OG_82136,-0.012478515,0,0
OG_82137,0.134752769,0,0
OG_82138,0.10663765,0,0
OG_82139,0.0654207,0,0
OG_8214,-0.095111469,0,0
OG_82140,0.075817152,0,0
