"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc","perCellMq","perCellPool","expFactor","ionization_mode","perCellPoolConc","perCellMqConc"
"glutamine","mtab_TSQ_cm_PMI_2020_1112_58",0.525,38400.3,118538724.034567,0,17.0455609677857,0,"P1","pos",0,116.63857238118
"glutamine","mtab_TSQ_cm_PMI_2020_1112_59",0.526,32198.39,99397445.6774299,0,14.8939428659143,0,"P2","pos",0,101.915580032259
"glutamine","mtab_TSQ_cm_PMI_2020_1112_60",0.476,3208.86,9925546.99257721,0,1.71663274457308,0,"N2","pos",0,11.7464947623722
"glutamine","mtab_TSQ_cm_PMI_2020_1112_61",0.526,7100.88,21937691.346743,0,4.62622566520075,0,"N1","pos",0,31.6561219734553
"homarine","mtab_TSQ_cm_PMI_2020_1112_52",0.569,1582086.75,2230104841.61369,0,438.902914620916,0,"N3","pos",0,3200.40042745309
"homarine","mtab_TSQ_cm_PMI_2020_1112_53",0.559,3917037.5,5521424354.64399,0,425.838667868694,0,"R1","pos",0,3105.13831025736
"homarine","mtab_TSQ_cm_PMI_2020_1112_54",0.569,3696650,5210768689.13243,0,453.075332871432,0,"R2","pos",0,3303.7431301694
"homarine","mtab_TSQ_cm_PMI_2020_1112_55",0.569,1713950.5,2415978455.19477,0,328.223727187225,0,"P3","pos",0,2393.34787215419
"homarine","mtab_TSQ_cm_PMI_2020_1112_56",0.569,3933385,5544467601.16182,0,491.426567598792,0,"R3","pos",0,3583.39337610319
"homarine","mtab_TSQ_cm_PMI_2020_1112_58",0.568,1710631.38,2411299862.11434,0,346.738664061354,0,"P1","pos",0,2528.35543285222
"homarine","mtab_TSQ_cm_PMI_2020_1112_59",0.569,2090440.62,2946674564.4892,0,441.536523487451,0,"P2","pos",0,3219.60422551736
"homarine","mtab_TSQ_cm_PMI_2020_1112_60",0.559,1454261.62,2049924019.97339,0,354.536299027635,0,"N2","pos",0,2585.21437237593
"homarine","mtab_TSQ_cm_PMI_2020_1112_61",0.559,1805959.38,2545673105.97748,0,536.832161230711,0,"N1","pos",0,3914.48272736409
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_52",5.462,1971.96,9548446.84776506,0,1.87921261520356,0,"N3","pos",0,10.7273239822101
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_53",5.302,2147.7,10398164.9126467,0,0.801956236338943,0,"R1","pos",0,4.57789836932837
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_54",5.365,2123.07,10279076.7372852,0,0.893763740476434,0,"R2","pos",0,5.10197362984607
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_55",5.368,1997.89,9673820.63530564,0,1.31424080303098,0,"P3","pos",0,7.50223086557244
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_56",5.302,1971.96,9548446.84776506,0,0.846313983206147,0,"R3","pos",0,4.83111076153754
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_58",5.345,1971.96,9548446.84776506,0,1.37304188329021,0,"P1","pos",0,7.8378917872486
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_59",5.333,2022.1,9790878.07442471,0,1.46708778735476,0,"P2","pos",0,8.37474476170088
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_60",5.234,2261.54,10948591.1360798,0,1.89356919726366,0,"N2","pos",0,10.8092772991418
"indole 3-acetic acid","mtab_TSQ_cm_PMI_2020_1112_61",5.629,1971.96,9548446.84776506,0,2.01357878419117,0,"N1","pos",0,11.4943417295991
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_52",0.545,3114.5,272582.914529151,0,0.0536465521397369,0,"N3","pos",0,0.442774448165541
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_53",0.516,7673.55,657925.928614091,0,0.0507423959836833,0,"R1","pos",0,0.418804852952157
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_54",0.466,3390.92,295946.667055085,0,0.0257325056412163,0,"R2","pos",0,0.21238449687369
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_55",0.565,5289.36,456407.857798642,0,0.0620054735513486,0,"P3","pos",0,0.511765215841438
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_56",0.526,3114.5,272582.914529151,0,0.0241600268428056,0,"R3","pos",0,0.199405966018534
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_58",0.565,3114.5,272582.914529151,0,0.0391967158936894,0,"P1","pos",0,0.323512016289942
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_59",0.446,3195.75,279450.380315752,0,0.0418734905098868,0,"P2","pos",0,0.345604906816497
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_60",0.526,5704.26,491476.307704618,0,0.0850012924847939,0,"N2","pos",0,0.701562334803515
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_61",0.545,4614.74,399387.183719178,0,0.0842228660468514,0,"N1","pos",0,0.695137554034759
"lysine","mtab_TSQ_cm_PMI_2020_1112_52",0.436,19037.17,28456137.8480324,0,5.60040120415087,0,"N3","pos",0,38.3090581035014
"lysine","mtab_TSQ_cm_PMI_2020_1112_53",0.446,16238.34,24273152.3795167,0,1.87206166567751,0,"R1","pos",0,12.8056752560196
"lysine","mtab_TSQ_cm_PMI_2020_1112_54",0.426,16713.29,24982987.899456,0,2.17226598107804,0,"R2","pos",0,14.8591968060609
"lysine","mtab_TSQ_cm_PMI_2020_1112_55",0.416,5810.57,8688350.73775087,0,1.18035939274325,0,"P3","pos",0,8.07414592477769
"lysine","mtab_TSQ_cm_PMI_2020_1112_56",0.396,10267.38,15349266.7154756,0,1.36046199558709,0,"R3","pos",0,9.30612213959293
"lysine","mtab_TSQ_cm_PMI_2020_1112_58",0.455,15826.97,23658340.214368,0,3.40200794132919,0,"P1","pos",0,23.2711398955413
"lysine","mtab_TSQ_cm_PMI_2020_1112_59",0.416,10070.9,15055617.9462206,0,2.2559685711618,0,"P2","pos",0,15.4317571048758
"lysine","mtab_TSQ_cm_PMI_2020_1112_60",0.416,15231.78,22768800.2562405,0,3.9378855496565,0,"N2","pos",0,26.9367641402045
"lysine","mtab_TSQ_cm_PMI_2020_1112_61",0.416,11905.45,17797440.7762122,0,3.75312862198816,0,"N1","pos",0,25.6729504206044
"ornithine","mtab_TSQ_cm_PMI_2020_1112_52",0.452,3636.09,2393277.36388767,0,0.471016604648276,0,"N3","pos",0,3.56398762597061
"ornithine","mtab_TSQ_cm_PMI_2020_1112_53",0.442,5668.72,3733167.65949501,0,0.287919754204864,0,"R1","pos",0,2.1785695687414
"ornithine","mtab_TSQ_cm_PMI_2020_1112_54",0.562,4151.91,2733300.98465494,0,0.237659993628797,0,"R2","pos",0,1.79827477019368
"ornithine","mtab_TSQ_cm_PMI_2020_1112_55",0.562,3499,2302908.94434018,0,0.312862623198846,0,"P3","pos",0,2.367301930984
"ornithine","mtab_TSQ_cm_PMI_2020_1112_56",0.452,4491.11,2956898.38716795,0,0.26208078568984,0,"R3","pos",0,1.98305679244734
"ornithine","mtab_TSQ_cm_PMI_2020_1112_58",0.451,2539.12,1670165.20989389,0,0.240165423943817,0,"P1","pos",0,1.81723232403009
"ornithine","mtab_TSQ_cm_PMI_2020_1112_59",0.472,5042.71,3320507.84243379,0,0.497552565400171,0,"P2","pos",0,3.76477425393592
"ornithine","mtab_TSQ_cm_PMI_2020_1112_60",0.633,5285.06,3480262.6493295,0,0.601914718455473,0,"N2","pos",0,4.55443945562555
"ornithine","mtab_TSQ_cm_PMI_2020_1112_61",0.402,4252.78,2799793.52590343,0,0.590421136940663,0,"N1","pos",0,4.46747228314666
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_52",7.152,87.34,877.754490142965,0,0.000172749279252082,0,"N3","pos",0,0.000294447287753468
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_53",7.156,164.42,2138.35816117382,0,0.000164920414062093,0,"R1","pos",0,0.000281103161911901
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_54",7.149,141.32,1760.56956749436,0,0.000153081184451622,0,"R2","pos",0,0.000260923459495853
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_55",7.186,151.14,1921.17060601956,0,0.000261001407323993,0,"P3","pos",0,0.00044487106874839
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_56",7.137,232.69,3254.87882310008,0,0.00028849188831961,0,"R3","pos",0,0.000491727979545603
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_58",7.089,99.22,1072.0457668924,0,0.00015415739985941,0,"P1","pos",0,0.000262757844618811
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_59",7.134,131.9,1606.5103227991,0,0.000240723217766798,0,"P2","pos",0,0.000410307347605717
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_61",7.131,174.68,2306.15517291196,0,0.000486322561487069,0,"N1","pos",0,0.000828925942980226
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_60",0,87.34,877.754490142965,0,0.000151808469659386,0,"N2","pos",0,0.000258754145561346
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_52",0.534,1797.11,2119634.41469716,0,0.417161428997309,0,"N3","pos",0,3.50202677130045
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_53",0.524,13635.67,16077442.8991971,0,1.23996933167629,0,"R1","pos",0,10.4094134626955
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_54",0.534,10946.8,12907231.9529572,0,1.12228132976452,0,"R2","pos",0,9.42143493757992
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_55",0.534,3865.5,4558291.77600249,0,0.619268567196639,0,"P3","pos",0,5.19869515779583
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_56",0.534,6469.02,7627874.01789383,0,0.676086545424863,0,"R3","pos",0,5.67567617045721
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_58",0.543,1997.07,2355389.7248498,0,0.338698931381407,0,"P1","pos",0,2.84334227150274
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_59",0.524,3624.05,4273619.24331418,0,0.640368979371536,0,"P2","pos",0,5.37583092152062
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_61",0.728,2694.98,3178234.23629522,0,0.670226805618339,0,"N1","pos",0,5.62648426476107
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_60",0,612.58,723058.911921094,0,0.125053723022759,0,"N2","pos",0,1.04981298709502
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_82",6.931,62.58,7405.30336923596,15905.9424264389,0.000643889700194913,0.00138301862727522,"R2","neg",0.00392379103831594,0.00182679291909925
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_84",6.943,22.17,2982.60716668915,5720.74833349981,0.000264359449429278,0.000507050977633853,"R3","neg",0.00143856492079852,0.000750019716370976
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_87",6.955,13.1,1989.93568544443,3434.68769447588,0.000298176559808552,0.000514661538182754,"P2","neg",0.00146015700111429,0.000845962946658019
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_89",7.023,21.01,2855.65028485411,5428.37453622663,0.000602200223798448,0.0011447369371227,"N1","neg",0.00324775707754617,0.0017085148347333
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_80",0,0,556.198485410694,132.880156304599,0.000109464421492333,2.61519040760301e-05,"N3","neg",7.41961133600877e-05,0.000310563796897134
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_81",0,0,556.198485410694,132.880156304599,4.2896688768119e-05,1.02483535248185e-05,"R1","neg",2.90758178705095e-05,0.000121703091803895
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_83",0,0,556.198485410694,132.880156304599,7.55625695025787e-05,1.80524872139228e-05,"P3","neg",5.12170885860436e-05,0.000214380144416769
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_86",0,0,556.198485410694,132.880156304599,7.99798991466569e-05,1.91078217194108e-05,"P1","neg",5.42112001572071e-05,0.000226912642626768
"d2 quant","mtab_TSQ_cm_PMI_2020_1112_88",0,0,556.198485410694,132.880156304599,9.61950543634508e-05,2.29817487728437e-05,"N2","neg",6.52019995257574e-05,0.000272916998222404
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_80",6.794,15.77,6376.20107697757,9366.4249767462,0.00125488864230682,0.00184338921882139,"N3","neg",0.00522991806060485,0.00356027078136244
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_81",6.797,16.91,6692.93630430089,10047.2714807405,0.000516191275455278,0.00077489365574212,"R1","neg",0.00219846697801833,0.00146449705068595
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_82",6.72,21.9,8079.34751863721,13027.4680201543,0.000702497709028032,0.00113273583262551,"R2","neg",0.00321370849327747,0.00199307092526465
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_84",6.767,47.28,15130.8738953618,28185.2612406596,0.00134110503623643,0.00249816342789526,"R3","neg",0.00708759164721894,0.00380487711361656
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_86",6.741,113.04,33401.495429381,67459.3543131747,0.00480304838265935,0.00970048012713012,"P1","neg",0.0275214348090054,0.013626828900784
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_87",6.794,29.66,10235.3697677855,17662.0021175192,0.00153369144945261,0.00264651519607129,"P2","neg",0.00750848354773822,0.00435126804962865
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_88",6.736,11.34,5145.37909711587,6720.67935157526,0.000889898183743072,0.00116234785340477,"N2","neg",0.00329772137601716,0.00252474872682235
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_89",6.766,11.01,5053.69258394333,6523.59220568216,0.00106572391626544,0.00137569670455369,"N1","neg",0.00390301785840976,0.00302358758551207
"e2 quant","mtab_TSQ_cm_PMI_2020_1112_83",0,0,1994.69709900489,0,0.000270990378675438,0,"P3","neg",0,0.000768832464253519
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_80",6.758,105.16,14461.4261581267,33234.3394817478,0.00284612721874735,0.00654079045606003,"N3","neg",0.01845178982188,0.00802902059001171
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_81",6.785,77.15,10814.9374737308,24172.7661072058,0.000834099730628963,0.00186431939597908,"R1","neg",0.00525930770700485,0.00235302338814309
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_82",6.599,77.15,10814.9374737308,24172.7661072058,0.000940356728195151,0.00210181735245458,"R2","neg",0.00592929742849972,0.0026527779513517
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_83",6.791,77.15,10814.9374737308,24172.7661072058,0.0014692676912297,0.00328400088629619,"P3","neg",0.00926427693042256,0.00414485356361346
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_84",6.65,116.91,15991.1027751082,37035.6064275125,0.00141735028756309,0.00328260209182185,"R3","neg",0.00926033088417358,0.00399839282205792
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_86",6.799,77.15,10814.9374737308,24172.7661072058,0.00155515994939773,0.00347598105004274,"P1","neg",0.00980585942801495,0.00438715851218046
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_87",6.584,114.22,15640.9044687525,36165.3589309927,0.00234366925569518,0.00541910092329264,"P2","neg",0.0152874659312024,0.00661156978022788
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_88",6.654,77.15,10814.9374737308,24172.7661072058,0.00187045366988849,0.00418070277210599,"N2","neg",0.011793903103436,0.00527661269997881
"f2 quant","mtab_TSQ_cm_PMI_2020_1112_89",6.724,169.96,22897.4299692247,54197.9222975393,0.0048286155783886,0.0114292709825484,"N1","neg",0.0322423577706737,0.0136216869171423
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_80",0.555,5120.11,336854.337027286,64440.7068917675,0.0662956949669647,0.012682459383642,"N3","neg",0.0817432122696874,0.427300644324619
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_81",0.57,4579.56,301640.26641751,57625.0890469185,0.0232639407834598,0.00444432262028824,"R1","neg",0.0286453278781066,0.149944832635899
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_82",0.562,5237.18,344480.84936895,65916.8041650938,0.0299525434359007,0.00573145341323783,"R2","neg",0.0369413690830669,0.193055387920726
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_83",0.569,7666.41,502732.771942969,96546.1693251023,0.0682989634412878,0.013116318762445,"P3","neg",0.0845395988555914,0.440212461754997
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_84",0.639,4148.5,273558.909878707,52189.9947388977,0.0242465329023819,0.00462579129728546,"R3","neg",0.0298149616325199,0.156278007749803
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_86",0.569,3790.7,250250.06802471,47678.6117680588,0.035985310508858,0.00685606067022316,"P1","neg",0.0441898850803942,0.231938836666826
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_87",0.56,5911.67,388420.426624685,74421.2275860025,0.0582018139668931,0.0111514486526571,"P2","neg",0.0718752733010448,0.375132542487226
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_88",0.562,8441.31,553213.547663097,106316.6295378,0.095678806555459,0.0183875616823657,"N2","neg",0.118514738526366,0.616685830199542
"2-3-dihydroxypropane1sulfonate","mtab_TSQ_cm_PMI_2020_1112_89",0.536,6111.01,401406.409115394,76934.640334485,0.0846486807875254,0.0162239955897285,"N1","neg",0.104569742763316,0.545592528440383
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_52",2.194,15355.56,305543528.276801,0,60.1334711273975,0,"N3","pos",0,239.346724754806
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_53",2.033,61773.41,1228854992.18221,0,94.7751774294494,0,"R1","pos",0,377.229650650571
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_54",2.178,19850.62,394956123.408688,0,34.3413587819027,0,"R2","pos",0,136.687465299724
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_55",2.029,1649958.88,32819931512.5079,0,4458.7650290931,0,"P3","pos",0,17747.0348236471
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_56",2.166,11748.79,233800177.633242,0,20.7225701479825,0,"R3","pos",0,82.4811739690435
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_58",2.145,3127831.25,62216736866.6994,0,8946.60534028314,0,"P1","pos",0,35609.7967691575
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_59",2.029,769839.5,15313211292.6071,0,2294.56695321853,0,"P2","pos",0,9132.96829015495
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_60",2.139,6120.78,121851732.111222,0,21.0743723727772,0,"N2","pos",0,83.8814375608072
"2deoxyadenosine","mtab_TSQ_cm_PMI_2020_1112_61",2.032,7717.43,153611179.152491,0,32.3935626691415,0,"N1","pos",0,128.934734393972
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_52",0.851,755.83,342568.348405258,183296.764177619,0.0674202592480566,0.0360743058070431,"N3","pos",0.158763778747659,0.296717979262638
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_53",0.818,4090.26,1780994.72686564,944717.276477426,0.137358835919166,0.072861117111805,"R1","pos",0.320663309179672,0.604519126481674
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_54",0.852,2984.45,1303963.78797495,692204.428192637,0.113379399957093,0.0601870415726849,"R2","pos",0.264884436108991,0.498985124360061
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_55",0.829,33377.86,14415254.9757826,7632570.79148054,1.95839027716997,1.03692598243726,"P3","pos",4.56353306239442,8.61891680824738
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_56",0.851,7758.07,3363236.56585484,1782265.45389256,0.298096033825585,0.1579687460655,"R3","pos",0.695223774603908,1.31192691587706
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_58",0.839,58851.57,25404256.5206494,13449518.6111609,3.65306617639753,1.93400588154685,"P1","pos",8.51160057013841,16.0772210914423
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_59",0.829,11151.75,4827222.56407745,2557215.76449486,0.7233221797645,0.383179117256233,"P2","pos",1.686379355938,3.18335612958586
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_60",0.841,1013.06,453533.765982284,242035.498647642,0.0784390939901821,0.0418602685210534,"N2","pos",0.184227922370625,0.345212102764643
"2deoxycytidine","mtab_TSQ_cm_PMI_2020_1112_61",0.818,1479.02,654542.380740249,348437.942816876,0.138030055801277,0.0734786777838636,"N1","pos",0.323381206688952,0.607473179303217
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_52",2.729,14134.94,21981041.2801981,13564319.7212114,4.32604911852517,2.66956931772849,"N3","pos",9.98940771489481,16.1878802519277
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_53",2.602,60415.92,93956394.5036978,57945359.9899973,7.24636675309119,4.46902344800908,"R1","pos",16.7228837300145,27.1155768338991
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_54",2.737,25487.65,39636573.0406309,24450975.0960511,3.44639238385703,2.12600757039532,"R2","pos",7.95542422689463,12.8962445137593
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_55",2.592,165998.72,258156878.683724,159193745.363236,35.0720068460881,21.6273304654958,"P3","pos",80.92849298569,131.237864264661
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_56",2.713,21256.82,33056861.8141491,20393830.3121596,2.92995131462411,1.80758023158016,"R3","pos",6.76388351886005,10.9637453772793
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_58",2.709,339074.34,527320990.676949,325164216.618708,75.827390326523,46.7577707121278,"P1","pos",174.965464421972,283.742666990432
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_59",2.604,62330.59,96934055.0795204,59781428.4218117,14.5248227283531,8.95778732832558,"P2","pos",33.5196352654003,54.3512300866379
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_60",2.732,13701.33,21306698.755229,13148510.4001696,3.68501371151974,2.27404731569662,"N2","pos",8.50938226199903,13.7891547355177
"2deoxyguanosine","mtab_TSQ_cm_PMI_2020_1112_61",2.602,11184.52,17392600.8094544,10735021.1879947,3.66775587173329,2.26380386848446,"N1","pos",8.47105174556376,13.7245766791397
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_80",5.029,715.82,45089.611455048,0,0.00887400516669222,0,"N3","neg",0,0.0844017991886268
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_81",5.076,688.22,43356.2782458265,0,0.00334384365085405,0,"R1","neg",0,0.0318037250414119
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_82",5.031,212.7,13492.705504921,0,0.00117318814222708,0,"R2","neg",0,0.0111583426120133
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_83",5.044,924.81,58214.586360671,0,0.0079087661029749,0,"P3","neg",0,0.0752212868839157
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_84",5.072,503.75,31771.2066115843,0,0.00281599896270135,0,"R3","neg",0,0.0267833266378291
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_86",5.048,1125.21,70800.0927058878,0,0.0101808696404659,0,"P1","neg",0,0.0968315545031948
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_87",5.074,678.55,42748.9836033203,0,0.00640560645220219,0,"P2","neg",0,0.060924543011244
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_88",5.063,537.48,33889.515638651,0,0.00586122379819837,0,"N2","neg",0,0.0557468498972643
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_89",5.074,716.66,45142.3650744591,0,0.00951963288180412,0,"N1","neg",0,0.0905424470401762
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_52",3.749,37733.94,1719519924.78886,0,338.415617353878,0,"N3","pos",0,1138.14359774628
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_53",3.738,155197.91,7072113600.38827,0,545.435243004357,0,"R1","pos",0,1834.38233337041
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_54",3.768,146179.45,6661160761.32072,0,579.186643909153,0,"R2","pos",0,1947.89346845077
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_55",3.734,55988.74,2551353950.39971,0,346.61521967361,0,"P3","pos",0,1165.7201172853
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_56",3.744,109470.43,4988405547.19461,0,442.140741400479,0,"R3","pos",0,1486.98709020138
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_58",3.775,84295.77,3841247606.7524,0,552.361439744919,0,"P1","pos",0,1857.67619474312
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_59",3.745,45818.24,2087904996.83817,0,312.856507734444,0,"P2","pos",0,1052.18439407562
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_60",3.786,29333.22,1336716238.32669,0,231.186338307621,0,"N2","pos",0,777.515094866554
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_61",3.749,46476.32,2117892361.01494,0,446.621654111045,0,"N1","pos",0,1502.05708653745
"adenine","mtab_TSQ_cm_PMI_2020_1112_52",0.776,7453.31,23697316.7679648,8901361.04399247,4.66382620407608,1.75186082438816,"N3","pos",12.9642627424566,34.5136254279293
"adenine","mtab_TSQ_cm_PMI_2020_1112_53",0.756,15769.74,50131511.2788122,18749141.0860113,3.86638204383954,1.44602348070457,"R1","pos",10.7009803944688,28.6123143923595
"adenine","mtab_TSQ_cm_PMI_2020_1112_54",0.777,10661.03,33893217.4628946,12699736.1877001,2.94700872370551,1.10423961298109,"R2","pos",8.17168366003915,21.8086932857656
"adenine","mtab_TSQ_cm_PMI_2020_1112_55",0.765,9830.99,31254893.2286037,11716856.3527136,4.24614612198769,1.59179824420038,"P3","pos",11.779754637759,31.4226753643728
"adenine","mtab_TSQ_cm_PMI_2020_1112_56",0.776,13005.73,41345965.3210001,15476178.7074498,3.66464506303547,1.37171067248258,"R3","pos",10.1510447160703,27.1194040038146
"adenine","mtab_TSQ_cm_PMI_2020_1112_58",0.775,11743.04,37332441.1204835,13980982.6460079,5.36830817421239,2.01042903087591,"P1","pos",14.8777401826087,39.7269901147961
"adenine","mtab_TSQ_cm_PMI_2020_1112_59",0.766,11421.92,36311744.9153422,13600733.0524812,5.44103573733552,2.03796525793625,"P2","pos",15.0815160063365,40.2651945336751
"adenine","mtab_TSQ_cm_PMI_2020_1112_60",0.766,10247.11,32577551.7515341,12209598.8192629,5.63431840245479,2.11166166931877,"N2","pos",15.6268901747855,41.6955406087086
"adenine","mtab_TSQ_cm_PMI_2020_1112_61",0.766,14760.52,46923654.327664,17554087.851149,9.89527159100432,3.70181029820309,"N1","pos",27.3944371953163,73.2277924295443
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_52",0.818,545619.25,1705996509.37315,0,335.754098338795,0,"N3","pos",0,966.977991874877
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_53",0.808,1983869.25,6202989360.14127,0,478.404222581541,0,"R1","pos",0,1377.8129790379
