"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc","perCellMq","perCellPool","expFactor","ionization_mode","perCellPoolConc","perCellMqConc"
"malic acid","mtab_TSQ_cm_PMI_2020_1112_88",0.575,4136.08,297946.434481333,0,0.0515301177801033,0,"N2","neg",0,0.384295009173714
"malic acid","mtab_TSQ_cm_PMI_2020_1112_89",0.566,6691.1,482264.236929417,0,0.101699999103258,0,"N1","neg",0,0.758445813284048
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_80",0.789,1689.8,107984.181499914,0,0.0212521721440557,0,"N3","neg",0,0.126470912544964
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_81",0.495,269.88,17257.3927138751,0,0.00133097270779096,0,"R1","neg",0,0.00792057074381671
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_82",0.529,979.15,62576.6990707639,0,0.00544103191926607,0,"R2","neg",0,0.0323793853800647
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_83",0.589,1978.44,126427.037657445,0,0.0171757961781248,0,"P3","neg",0,0.102212545692245
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_84",0.563,269.88,17257.3927138751,0,0.00152958622488964,0,"R3","neg",0,0.00910251264514187
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_86",0.777,1410.03,90108.0802416244,0,0.0129573081535857,0,"P1","neg",0,0.077108475086799
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_87",0.786,441.81,28242.9811949048,0,0.00423199354282322,0,"P2","neg",0,0.0251844414593146
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_88",0.442,1043.36,66679.4422590784,0,0.0115322726351914,0,"N2","neg",0,0.0686281399380588
"phosphoenolpyruvate","mtab_TSQ_cm_PMI_2020_1112_89",0.67,364.38,23295.5367926124,0,0.00491256844173861,0,"N1","neg",0,0.0292345182202964
"taurine","mtab_TSQ_cm_PMI_2020_1112_81",0.516,2197.95,567061.366416003,0,0.0437344861333271,0,"R1","neg",0,0.349456541217156
"taurine","mtab_TSQ_cm_PMI_2020_1112_82",0.525,1520.59,392798.652054345,0,0.0341537670636082,0,"R2","neg",0,0.272902653324876
"taurine","mtab_TSQ_cm_PMI_2020_1112_83",0.682,833.18,215950.399309353,0,0.0293380285724325,0,"P3","neg",0,0.234422921074171
"taurine","mtab_TSQ_cm_PMI_2020_1112_84",0.532,2254.98,581733.331988292,0,0.0515611660417874,0,"R3","neg",0,0.411994934413004
"taurine","mtab_TSQ_cm_PMI_2020_1112_86",0.542,434.1,113280.085078441,0,0.0162893823294187,0,"P1","neg",0,0.130158867993757
"taurine","mtab_TSQ_cm_PMI_2020_1112_87",0.532,1645.47,424926.217557894,0,0.0636719260077872,0,"P2","neg",0,0.508764890194065
"taurine","mtab_TSQ_cm_PMI_2020_1112_89",0.543,361.75,94666.7813934494,0,0.0199633537915258,0,"N1","neg",0,0.159515411838001
"taurine","mtab_TSQ_cm_PMI_2020_1112_80",0,0,1600.26296849089,0,0.000314944870718431,0,"N3","neg",0,0.00251653911880488
"taurine","mtab_TSQ_cm_PMI_2020_1112_88",0,0,1600.26296849089,0,0.000276766994674809,0,"N2","neg",0,0.00221148217878393
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_81",0.487,1005.29,219945.760967439,0,0.0169632695909278,0,"R1","neg",0,0.0299545639959876
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_82",0.539,442.47,97616.8302788095,0,0.00848776457198476,0,"R2","neg",0,0.0149881062546084
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_83",0.52,124.46,28497.3546946244,0,0.00387151961257533,0,"P3","neg",0,0.00683651706264406
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_86",0.547,285.83,63571.1252522168,0,0.0091413628761637,0,"P1","neg",0,0.0161422618332398
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_87",0.52,39.2,9966.09313584444,0,0.00149334241690029,0,"P2","neg",0,0.00263701645223431
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_89",0.504,21.32,6079.87501866187,0,0.00128212551667258,0,"N1","neg",0,0.00226403940786258
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_80",0,0,1445.97287893411,0,0.000284579316265578,0,"N3","neg",0,0.000502523955969589
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_84",0,0,1445.97287893411,0,0.000128161897561929,0,"R3","neg",0,0.000226314493310841
"udpglucose","mtab_TSQ_cm_PMI_2020_1112_88",0,0,1445.97287893411,0,0.00025008237768651,0,"N2","neg",0,0.000441607589063235
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_52",4.814,3422.41,108016323.992508,61332028.4123298,21.2584980500936,12.0706459747902,"N3","pos",88.0169605861907,155.013111055079
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_53",4.826,3945.27,124516130.890158,70704331.759027,9.60327986053659,5.45305640626704,"R1","pos",39.7626980185726,70.025374511715
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_54",4.838,3527.33,111327267.150717,63212727.0068589,9.67988441459219,5.49633442568183,"R2","pos",40.0782734846276,70.583961022256
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_55",4.995,8035.06,253576960.274586,144014113.544378,34.4498001839266,19.5650954641023,"P3","pos",142.665126615884,251.20169304307
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_56",4.826,3653.99,115324255.908045,65483116.6750161,10.2216132041063,5.80400961429213,"R3","pos",42.3217851414039,74.5341490747142
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_58",5.042,9302.44,293571462.179387,166731991.78241,42.2148145910656,23.9756278326284,"P1","pos",174.825928486426,307.822769367548
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_59",4.815,3165.17,99898643.6835308,56720982.7922702,14.9690435329033,8.49920308564238,"P2","pos",61.9746469712876,109.151549751373
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_60",4.856,2934.66,92624477.5817494,52589074.3570348,16.01949104515,9.09533017329797,"N2","pos",66.3214975448299,116.81122243802
"anthranilate_h2o loss","mtab_TSQ_cm_PMI_2020_1112_61",4.837,2934.66,92624477.5817494,52589074.3570348,19.5326722690042,11.0899967391411,"N1","pos",80.8662442696595,142.428702559459
"arginine","mtab_TSQ_cm_PMI_2020_1112_52",0.412,11456.82,36959318.3271513,562618.755484446,7.27389682919622,0.11072798327447,"N3","pos",0.635637102608898,41.7560093524467
"arginine","mtab_TSQ_cm_PMI_2020_1112_53",0.522,66203.93,213583594.076935,3237882.8184833,16.4725888354934,0.249721017182489,"R1","pos",1.43353052343564,94.5613595608117
"arginine","mtab_TSQ_cm_PMI_2020_1112_54",0.522,57335.4,184972080.369358,2804514.56213831,16.0832867250574,0.243852000460829,"R2","pos",1.3998392678578,92.3265598453353
"arginine","mtab_TSQ_cm_PMI_2020_1112_55",0.522,22116.86,71350573.7644469,1083530.67069112,9.69336096833109,0.147203496161659,"P3","pos",0.845025810342474,55.64501129926
"arginine","mtab_TSQ_cm_PMI_2020_1112_56",0.522,76706.77,247467693.316435,3751113.02207627,21.9339723605929,0.332474951558523,"R3","pos",1.90858181147258,125.912585307652
"arginine","mtab_TSQ_cm_PMI_2020_1112_58",0.522,70806.93,228433721.166315,3462812.32584878,32.8481764330711,0.497943428200247,"P1","pos",2.85845825602897,188.565880786861
"arginine","mtab_TSQ_cm_PMI_2020_1112_59",0.522,40413,130377296.389927,1977587.10277668,19.5360352593536,0.2963262196567,"P2","pos",1.70106899917738,112.147159927403
"arginine","mtab_TSQ_cm_PMI_2020_1112_60",0.412,14029.59,45259548.931484,688339.348285811,7.82768181526884,0.119048941638097,"N2","pos",0.683403798152107,44.9350276421862
"arginine","mtab_TSQ_cm_PMI_2020_1112_61",0.432,10767.57,34735670.6851015,528937.968399576,7.32506664814734,0.111542566901533,"N1","pos",0.64031324283314,42.0497511374704
"caffeine","mtab_TSQ_cm_PMI_2020_1112_52",4.312,6161.23,105421466.598049,118518024.041386,20.7478088429308,23.325318709786,"N3","pos",120.115962252361,106.842828379066
"caffeine","mtab_TSQ_cm_PMI_2020_1112_53",4.324,2068.23,35398671.9617486,39791061.1889871,2.73011497474077,3.06887705081899,"R1","pos",15.8034762388331,14.0589884893186
"caffeine","mtab_TSQ_cm_PMI_2020_1112_54",4.337,2082.46,35642117.9347939,40064768.6606191,3.09907528254497,3.48362391045787,"R2","pos",17.9392549073478,15.95898492479
"caffeine","mtab_TSQ_cm_PMI_2020_1112_55",4.314,1646.43,28182543.2596739,31677933.1823558,3.8287507781437,4.30361838548038,"P3","pos",22.1618949764683,19.7165187607173
"caffeine","mtab_TSQ_cm_PMI_2020_1112_56",4.319,3847.9,65845157.8963649,74022190.9176773,5.83609866008246,6.56085918893171,"R3","pos",33.7857726398461,30.0535488958363
"caffeine","mtab_TSQ_cm_PMI_2020_1112_58",4.338,2618.6,44814368.390769,50377173.7091618,6.44418990384025,7.24410687594244,"P1","pos",37.3042220296742,33.184972984398
"caffeine","mtab_TSQ_cm_PMI_2020_1112_59",4.332,4813.03,82356543.136368,92586020.2989957,12.3404946651039,13.8733031529879,"P2","pos",71.4419030484984,63.5485589634065
"caffeine","mtab_TSQ_cm_PMI_2020_1112_60",4.356,2272.74,38897416.582093,43724716.4963275,6.72734500517265,7.5622310932489,"N2","pos",38.9424331492296,34.6431072927167
"caffeine","mtab_TSQ_cm_PMI_2020_1112_61",4.33,3010.3,51515548.126669,57911342.1306826,10.8636112676398,12.2123578564688,"N1","pos",62.8887061973778,55.9432064866358
"carnitine","mtab_TSQ_cm_PMI_2020_1112_52",0.388,10339.36,195580313.272397,24995844.9955174,38.4918089660812,4.91938720423873,"N3","pos",30.5172903488755,238.782934032762
"carnitine","mtab_TSQ_cm_PMI_2020_1112_53",0.478,15702.43,296996037.773799,37976587.653372,22.9057556464576,2.92893616896312,"R1","pos",18.16957921193,142.095258352715
"carnitine","mtab_TSQ_cm_PMI_2020_1112_54",0.478,12233.65,231401362.180161,29580773.2193421,20.1203038268304,2.57204252817816,"R2","pos",15.9555988100382,124.815780563464
"carnitine","mtab_TSQ_cm_PMI_2020_1112_55",0.458,9368.25,177216610.352138,22645376.1404644,24.0758340556376,3.07649670649926,"P3","pos",19.0849671619061,149.353809278149
"carnitine","mtab_TSQ_cm_PMI_2020_1112_56",0.478,17303.36,327269645.208726,41851469.081964,29.0071130347119,3.70944972166612,"R3","pos",23.011474700162,179.944869942382
"carnitine","mtab_TSQ_cm_PMI_2020_1112_58",0.477,11430.3,216210003.074611,27636349.668244,31.0904374858862,3.97403537986226,"P1","pos",24.6528249371108,192.868718895076
"carnitine","mtab_TSQ_cm_PMI_2020_1112_59",0.468,9211.28,174248305.579874,22265446.8881885,26.1097686173069,3.33630599435042,"P2","pos",20.6966873098661,161.971269338132
"carnitine","mtab_TSQ_cm_PMI_2020_1112_60",0.478,16509.44,312256607.527667,39929869.8466522,54.0050757496958,6.90590877425351,"N2","pos",42.840625150456,335.019080333101
"carnitine","mtab_TSQ_cm_PMI_2020_1112_61",0.468,9211.28,174248305.579874,22265446.8881885,36.7455248891099,4.69534283317348,"N1","pos",29.1274369303566,227.949906259987
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_52",0.633,2957.25,4879339.99687794,24822.4043978495,0.960294110884277,0.00488525267279897,"N3","pos",0.0390632710123059,7.67866712685333
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_53",0.603,2957.25,4879339.99687794,24822.4043978495,0.376318049635385,0.0019144226096637,"R1","pos",0.0153080330214593,3.00910002906913
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_54",0.644,3142.77,5182870.60028499,26342.8784417204,0.450649599424965,0.00229050820153779,"R2","pos",0.0183152742806476,3.60346713117675
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_55",0.552,3158.3,5208279.34473794,26470.1583139785,0.707572890431389,0.00359611403088838,"P3","pos",0.0287551097944057,5.65786734712449
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_56",0.552,5987.61,9837333.74062832,49658.4529294624,0.871919091648719,0.0044014114304281,"R3","pos",0.0351943981323213,6.97200617022804
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_58",0.633,4716.6,7757825.1580691,39241.582972043,1.11555513007486,0.0056428378192035,"P1","pos",0.0451210444522909,8.92015936410411
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_59",0.654,6831.94,11218748.1130662,56578.3637178495,1.6810431322888,0.0084778327140847,"P2","pos",0.0677901224538997,13.4418929496945
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_60",0.603,3281.55,5409929.55425669,27480.2835075269,0.935652435640659,0.00475274103628252,"N2","pos",0.0380036865207302,7.48162830353957
"ciliatine","mtab_TSQ_cm_PMI_2020_1112_61",0.613,4343.86,7147982.56905475,36186.7021230108,1.50736829562871,0.00763106050925916,"N1","pos",0.0610191948605402,12.0531608478227
"citrulline","mtab_TSQ_cm_PMI_2020_1112_52",0.575,18310.95,23633986.0126978,1470613.28448746,4.65136219227127,0.289428750073802,"N3","pos",1.65199058261303,26.5488709604525
"citrulline","mtab_TSQ_cm_PMI_2020_1112_53",0.566,10628.43,13726483.8097395,856089.4024207,1.05865211666702,0.0660257113541209,"R1","pos",0.376859083071466,6.04253491248299
"citrulline","mtab_TSQ_cm_PMI_2020_1112_54",0.566,5903.86,7633601.82791194,478171.59713075,0.663740207160302,0.0415769281778942,"R2","pos",0.23731123389209,3.78847150205652
"citrulline","mtab_TSQ_cm_PMI_2020_1112_55",0.575,12310.13,15895231.3632395,990608.390001816,2.15945306603537,0.134579502251033,"P3","pos",0.76814784389859,12.3256453540832
"citrulline","mtab_TSQ_cm_PMI_2020_1112_56",0.555,13542.86,17484979.934106,1089214.31945467,1.54975811775885,0.0965410735337149,"R3","pos",0.551033524735816,8.84565135707106
"citrulline","mtab_TSQ_cm_PMI_2020_1112_58",0.575,14808.49,19117156.877756,1190451.91608444,2.74899755961174,0.171183896908805,"P1","pos",0.977077037150713,15.6906253402497
"citrulline","mtab_TSQ_cm_PMI_2020_1112_59",0.556,15656.28,20210480.5908925,1258266.53966855,3.02838509744295,0.188541564868105,"P2","pos",1.07615048440699,17.2853030675967
"citrulline","mtab_TSQ_cm_PMI_2020_1112_60",0.575,19655.63,25368107.1164858,1578174.08143137,4.38743813077143,0.272946700755904,"N2","pos",1.55791495865242,25.0424550843118
"citrulline","mtab_TSQ_cm_PMI_2020_1112_61",0.565,14649.85,18912572.1647351,1177762.32091892,3.9882877993198,0.248366803526499,"N1","pos",1.41761874158961,22.7641997678071
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_52",4.335,287.93,276885.376997374,258688.085725712,0.0544933120238972,0.0509119359252027,"N3","pos",0.0375628502155873,0.0402051911817329
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_53",4.172,282.87,271901.420872969,254209.676529179,0.0209703387059472,0.019605866721957,"R1","pos",0.0144652176673383,0.0154719257373926
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_54",4.288,159.28,150168.785020163,144824.974434423,0.0130571469046032,0.0125925036044726,"R2","pos",0.00929075506830011,0.0096335691131662
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_55",4.265,1163.81,1139602.27230246,1033895.40727887,0.154821126207431,0.140460277437146,"P3","pos",0.103631658602861,0.114227099564278
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_56",4.264,625.46,609342.829699031,557422.760845407,0.0540082974291675,0.0494064306564438,"R3","pos",0.036452087721852,0.0398473471861526
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_58",4.277,1069.84,1047044.49423718,950726.215144848,0.150562281717321,0.136711963081347,"P1","pos",0.10086615051229,0.11108492210105
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_59",4.271,539.01,524192.03781073,480909.228228758,0.078546145816029,0.072060549646061,"P2","pos",0.0531663073426353,0.0579513832401459
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_60",4.283,436.9,423616.591197492,390535.638691614,0.0732648903015494,0.0675435082622799,"N2","pos",0.0498336320901001,0.0540548704433807
"cyanocobalamin","mtab_TSQ_cm_PMI_2020_1112_61",4.263,287.31,276274.6946264,258139.347839971,0.0582608745252452,0.054436488201971,"N1","pos",0.0401632665392517,0.0429849005631227
"ectoine","mtab_TSQ_cm_PMI_2020_1112_52",0.588,15174.3,569371405.74934,593766046.581293,112.056960202987,116.858025499328,"N3","pos",822.01762450287,788.245358771715
"ectoine","mtab_TSQ_cm_PMI_2020_1112_53",0.578,11365.81,426472890.190155,444773903.896588,32.8916300896053,34.3030918423755,"R1","pos",241.299182909226,231.370498660701
"ectoine","mtab_TSQ_cm_PMI_2020_1112_54",0.588,20339.09,763159711.396701,795818074.712268,66.3565897669304,69.1962281606086,"R2","pos",486.748931911991,466.773985417349
"ectoine","mtab_TSQ_cm_PMI_2020_1112_55",0.598,9949.57,373334088.808101,389369102.477709,50.7194531686181,52.8978964162474,"P3","pos",372.101128420423,356.777245136593
"ectoine","mtab_TSQ_cm_PMI_2020_1112_56",0.588,22904.75,859425949.57235,896189397.940225,76.1740846704871,79.4325643919186,"R3","pos",558.754673550356,535.833459978103
"ectoine","mtab_TSQ_cm_PMI_2020_1112_58",0.587,21642.63,812069891.276921,846813933.353152,116.77354345258,121.769646559823,"P1","pos",856.567575688119,821.423350116629
"ectoine","mtab_TSQ_cm_PMI_2020_1112_59",0.588,12863.84,482680537.647054,503378416.316463,72.3259667409788,75.427384692384,"P2","pos",530.580927774226,508.76453813294
"ectoine","mtab_TSQ_cm_PMI_2020_1112_60",0.578,24644.78,924713689.340197,964261205.41134,159.930107596437,166.769887923407,"N2","pos",1173.11401184164,1125.00075686858
"ectoine","mtab_TSQ_cm_PMI_2020_1112_61",0.588,22408.78,840816638.070446,876786528.822193,177.31161630856,184.896955583328,"N1","pos",1300.62574270771,1247.26798191165
"guanine","mtab_TSQ_cm_PMI_2020_1112_52",0.807,618173.94,12455783859.4511,3586247480.00931,2451.40037265936,705.802903144704,"N3","pos",4670.17073476281,16220.4749067648
"guanine","mtab_TSQ_cm_PMI_2020_1112_53",0.787,2851317.25,57451873338.5626,16541611416.3459,4430.96339597175,1275.7682289016,"R1","pos",8441.5286766466,29318.8870242291
"guanine","mtab_TSQ_cm_PMI_2020_1112_54",0.798,2455431.75,49475090432.7299,14244920153.1154,4301.84957421042,1238.5930608588,"R2","pos",8195.54728286111,28464.5641117609
"guanine","mtab_TSQ_cm_PMI_2020_1112_55",0.787,2758216.25,55575961072.7284,16001495010.7235,7550.29460055036,2173.88955671132,"P3","pos",14384.2358017026,49958.9399890846
"guanine","mtab_TSQ_cm_PMI_2020_1112_56",0.797,3031395,61080299027.1035,17586314986.2599,5413.77168341781,1558.73981635278,"R3","pos",10313.9007235677,35821.9525138477
"guanine","mtab_TSQ_cm_PMI_2020_1112_58",0.797,2645341.75,53301628261.5887,15346664566.0835,7664.63585309234,2206.8105477249,"P1","pos",14602.0680720234,50715.5154707361
"guanine","mtab_TSQ_cm_PMI_2020_1112_59",0.787,3296157.5,66415056132.6442,19122308905.1608,9951.78542803047,2865.33093840359,"P2","pos",18959.3789347157,65849.172421296
"guanine","mtab_TSQ_cm_PMI_2020_1112_60",0.798,528746.5,10653890951.7685,3067442875.79656,1842.60052152228,530.517147985668,"N2","pos",3510.33645196631,12192.1559023508
"guanine","mtab_TSQ_cm_PMI_2020_1112_61",0.787,624926.62,12591845075.1121,3625422496.92554,2655.37133958099,764.529974343138,"N1","pos",5058.75719144536,17570.1140712035
"histadine","mtab_TSQ_cm_PMI_2020_1112_52",0.443,209215.58,278182483.568306,14074238.1192476,54.7485932303826,2.76992543863399,"N3","pos",17.8532094014437,352.87523835245
"histadine","mtab_TSQ_cm_PMI_2020_1112_53",0.443,211210.22,280834301.83031,14208279.0026381,21.6592852318385,1.09581046747498,"R1","pos",7.0629098773766,139.602225148814
"histadine","mtab_TSQ_cm_PMI_2020_1112_54",0.433,217685.95,289443604.297825,14643451.5499642,25.1670655882786,1.273245288977,"R2","pos",8.20654391864003,162.21118651807
"histadine","mtab_TSQ_cm_PMI_2020_1112_55",0.443,174106.14,231505462.070334,11714864.8223384,31.4512678958472,1.59152768403824,"P3","pos",10.257993451745,202.715229750868
"histadine","mtab_TSQ_cm_PMI_2020_1112_56",0.443,195610.66,260095121.784177,13159980.1602888,23.0531878156893,1.16641747144194,"R3","pos",7.51799852685749,148.586450632867
"histadine","mtab_TSQ_cm_PMI_2020_1112_58",0.412,171377.73,227878117.053573,11531514.199343,32.7682820031721,1.65820182338447,"P1","pos",10.6877333121783,211.203880136462
"histadine","mtab_TSQ_cm_PMI_2020_1112_59",0.423,209238.06,278212370.10148,14075748.7873674,41.6879841996077,2.10914271292604,"P2","pos",13.5942166479281,268.694709633308
"histadine","mtab_TSQ_cm_PMI_2020_1112_60",0.433,159332.7,211864585.528897,10722081.6893836,36.6421805474596,1.85439417411938,"N2","pos",11.952266671733,236.172610682949
"histadine","mtab_TSQ_cm_PMI_2020_1112_61",0.433,164119.39,218228356.413141,11043749.8380804,46.0200486621823,2.32890864099833,"N1","pos",15.0106905639596,296.616491538397
"histidinol","mtab_TSQ_cm_PMI_2020_1112_52",0.456,3815.06,9050669.98874567,1539388.9153679,1.7812460487096,0.30296435803494,"N3","pos",2.14609589880952,12.6177378246766
"histidinol","mtab_TSQ_cm_PMI_2020_1112_53",0.447,7068.75,16743438.1223584,2850823.45899046,1.2913340702694,0.21986914718559,"R1","pos",1.55747784363243,9.14736891881703
"histidinol","mtab_TSQ_cm_PMI_2020_1112_54",0.457,6556.29,15531818.0977859,2644270.97666276,1.35048858903091,0.229918851599075,"R2","pos",1.62866651270861,9.56639929893681
"histidinol","mtab_TSQ_cm_PMI_2020_1112_55",0.446,3815.06,9050669.98874567,1539388.9153679,1.2295824206794,0.209134301800725,"P3","pos",1.48143587023252,8.70994135212439
"histidinol","mtab_TSQ_cm_PMI_2020_1112_56",0.456,4917.2,11656482.9183056,1983618.22667542,1.03315697788847,0.17581538331241,"R3","pos",1.24541604669838,7.31853069270008
"histidinol","mtab_TSQ_cm_PMI_2020_1112_58",0.436,3815.06,9050669.98874567,1539388.9153679,1.30146286244388,0.221360132089707,"P1","pos",1.56803947077784,9.21911781854417
"histidinol","mtab_TSQ_cm_PMI_2020_1112_59",0.457,11873.26,28102842.8061555,4787332.58529938,4.21099488293686,0.717344973199543,"P2","pos",5.08142645887613,29.8292475946508
"histidinol","mtab_TSQ_cm_PMI_2020_1112_60",0.446,4325.45,10257395.8685051,1745107.06206274,1.77402632168209,0.30181791771909,"N2","pos",2.13797490769349,12.5665957475532
"histidinol","mtab_TSQ_cm_PMI_2020_1112_61",0.556,3815.06,9050669.98874567,1539388.9153679,1.90860747958393,0.324626707361248,"N1","pos",2.2995445729351,13.5199226435073
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_52",0.72,3910.93,28332753.5730819,477020.273286677,5.57611816736997,0.093881500264935,"N3","pos",0.71594219678895,42.5235885561654
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_53",0.557,8308.48,60137505.3224269,1011555.98833986,4.63809218610584,0.0780160384135193,"R1","pos",0.594951867715392,35.3701836811244
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_54",0.437,4442.77,32179222.4410587,541667.05949579,2.79797718701921,0.0470978463884578,"R2","pos",0.359169117581467,21.3374299322749
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_55",0.648,10207.58,73872517.7832702,1242397.42879136,10.0359806898919,0.168786403640694,"P3","pos",1.28716848654537,76.5345892617395
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_56",0.557,8815.61,63805262.0857714,1073199.19812142,5.65529518740114,0.0951215943929534,"R3","pos",0.725399179386513,43.1273940928936
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_58",0.627,4531.43,32820445.2333174,552443.95492543,4.7194948719985,0.0794400074039947,"P1","pos",0.605811083687903,35.9909621901815
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_59",0.669,5115.03,37041262.0792697,623382.328179864,5.55034827434479,0.0934090480520247,"P2","pos",0.712339266773619,42.3270668370685
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_60",0.427,7121.91,51555780.433973,867324.758811905,8.91662101153361,0.150004637756379,"N2","pos",1.14393836464866,67.9983299895799
"hydroxyproline","mtab_TSQ_cm_PMI_2020_1112_61",0.457,9068.68,65635560.4394471,1103960.6342412,13.84124288447,0.23280348596281,"N1","pos",1.77536403540616,105.553594787387
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_52",1.015,9250.71,82337911.9241078,82989639.6269206,16.2047760504128,16.3330414050124,"N3","pos",119.998834802824,119.056469402783
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_53",0.986,26546.24,236194371.642983,237961530.574414,18.2164402006041,18.352731953771,"R1","pos",134.837498741981,133.836163401691
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_54",1.009,51643.96,459457049.700007,462842822.264853,39.9497018870005,40.2440941587288,"R2","pos",295.673309519718,293.510409867023
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_55",0.987,65457.22,582336156.658645,586612780.303108,79.1135133690484,79.6945157986622,"P3","pos",585.515508035135,581.246883910428
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_56",1.016,38112.53,339085027.869292,341598125.263741,30.0543538815213,30.2770989520015,"R3","pos",222.445808184568,220.809300429956
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_58",1.008,237175.44,2109896017.41035,2125247171.01202,303.397573184345,305.60502924374,"P1","pos",2245.2797681562,2229.06159124491
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_59",0.987,134925.55,1200308043.98343,1209064850.92855,179.856929991975,181.169070172636,"P2","pos",1331.04893228004,1321.40864001157
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_60",0.767,7550.7,67215072.665254,67757162.5458685,11.6249104207882,11.7186653786017,"N2","pos",86.0970199000933,85.4082023421365
"hypoxanthine","mtab_TSQ_cm_PMI_2020_1112_61",0.986,6356.54,56592141.1946433,57057216.7625442,11.9341644435249,12.0322396919397,"N1","pos",88.4008499885365,87.6802912609279
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_52",2.689,483.96,756058.140364179,442791.955919995,0.148798439982128,0.0871450868127603,"N3","pos",0.418524093808281,0.714621265882855
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_53",2.655,827.46,1295289.77230448,757437.351602249,0.0998989455824301,0.0584171931159402,"R1","pos",0.280555148957546,0.479775936905341
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_54",2.766,1257.35,1970137.76722388,1151215.83529903,0.171303099012855,0.100097994922092,"R2","pos",0.480731893776256,0.822702425381111
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_55",2.639,483.96,756058.140364179,442791.955919995,0.102714583512529,0.0601556797115005,"P3","pos",0.288904426623285,0.493298355165349
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_56",2.609,1317.38,2064373.79303284,1206203.20968857,0.182973046345955,0.106910229404116,"R3","pos",0.513448417078648,0.878748661732566
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_58",2.739,801.26,1254160.60561791,733438.197695771,0.180345041171703,0.105466509925318,"P1","pos",0.506514791688205,0.866127370913952
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_59",2.663,894.24,1400122.05288955,818607.714116545,0.20979752265182,0.122662070846525,"P2","pos",0.589098409598141,1.00757623019796
